dateAndTime;boostedSvrPrediction
2015-03-14 00:00:04;415.344119
2015-03-14 00:01:17;412.078618
2015-03-14 00:06:46;415.141650
2015-03-14 00:07:41;416.506276
2015-03-14 00:08:24;417.162636
2015-03-14 00:10:05;486.769049
2015-03-14 00:11:29;525.480108
2015-03-14 00:11:48;523.799745
2015-03-14 00:12:05;525.480108
2015-03-14 00:12:26;468.903984
2015-03-14 00:12:45;468.903984
2015-03-14 00:16:19;418.977231
2015-03-14 00:24:07;435.073392
2015-03-14 00:27:23;458.441789
2015-03-14 00:27:25;459.331954
2015-03-14 00:34:18;481.228812
2015-03-14 00:36:25;481.228812
2015-03-14 00:40:10;413.316581
2015-03-14 00:40:13;413.551313
2015-03-14 00:47:51;413.122429
2015-03-14 00:52:34;415.857299
2015-03-14 00:56:04;512.409880
2015-03-14 01:01:50;413.360223
2015-03-14 01:02:39;413.360223
2015-03-14 01:03:34;414.000076
2015-03-14 01:07:18;442.976724
2015-03-14 01:08:01;443.650591
2015-03-14 01:08:40;431.962123
2015-03-14 01:11:13;412.642055
2015-03-14 01:12:40;412.116136
2015-03-14 01:14:57;423.201852
2015-03-14 01:15:40;423.583051
2015-03-14 01:20:30;414.369275
2015-03-14 01:20:36;414.612394
2015-03-14 01:27:36;417.442155
2015-03-14 01:35:15;411.372457
2015-03-14 01:36:08;411.531040
2015-03-14 01:41:57;459.783101
2015-03-14 01:45:29;441.635099
2015-03-14 01:48:29;427.365990
2015-03-14 01:50:20;413.901324
2015-03-14 01:51:29;414.334011
2015-03-14 01:53:08;415.344119
2015-03-14 01:53:42;415.857299
2015-03-14 01:54:42;445.034325
2015-03-14 01:58:59;420.936767
2015-03-14 02:00:15;411.049579
2015-03-14 02:04:58;412.738956
2015-03-14 02:08:19;427.891974
2015-03-14 02:12:52;452.835479
2015-03-14 02:14:12;481.264986
2015-03-14 02:18:06;560.452295
2015-03-14 02:18:38;417.397718
2015-03-14 02:24:26;449.618588
2015-03-14 02:40:01;414.664198
2015-03-14 03:04:30;414.664198
2015-03-14 03:06:01;415.105499
2015-03-14 03:29:51;414.664198
2015-03-14 03:33:24;414.878858
2015-03-14 03:34:09;408.888638
2015-03-14 03:40:09;411.477795
2015-03-14 04:16:57;414.461517
2015-03-14 04:18:08;414.461517
2015-03-14 04:20:34;414.664198
2015-03-14 04:21:16;414.878858
2015-03-14 04:21:46;411.049049
