Strekningsnavn;Intervallstart;Reell reisetid (sek);Normalreisetid (sek);Forsinkelse (sek);Antall biler;Lengde (m);Stipulert;Hastighet (km/t)
Klett - Studentersamfunnet;23.01.2014 20:50;764;840;0;4;12322;;58.06
Klett - Studentersamfunnet;23.01.2014 20:55;748;840;0;6;12322;;59.30
Klett - Studentersamfunnet;23.01.2014 21:00;759;840;0;3;12322;;58.44
Klett - Studentersamfunnet;23.01.2014 21:05;791;840;0;4;12322;;56.08
Klett - Studentersamfunnet;23.01.2014 21:10;761;840;0;3;12322;;58.29
Klett - Studentersamfunnet;23.01.2014 21:15;800;840;0;4;12322;;55.45
Klett - Studentersamfunnet;23.01.2014 21:20;777;840;0;4;12322;;57.09
Klett - Studentersamfunnet;23.01.2014 21:25;757;840;0;4;12322;;58.60
Klett - Studentersamfunnet;23.01.2014 21:30;739;840;0;4;12322;;60.03
Klett - Studentersamfunnet;23.01.2014 21:35;776;840;0;6;12322;;57.16
Klett - Studentersamfunnet;23.01.2014 21:40;767;840;0;4;12322;;57.83
Klett - Studentersamfunnet;23.01.2014 21:45;785;840;0;3;12322;;56.51
Klett - Studentersamfunnet;23.01.2014 21:50;747;840;0;2;12322;;59.38
Klett - Studentersamfunnet;23.01.2014 21:55;767;840;0;4;12322;;57.83
Klett - Studentersamfunnet;23.01.2014 22:00;763;840;0;3;12322;;58.14
Klett - Studentersamfunnet;23.01.2014 22:05;770;840;0;3;12322;;57.61
Klett - Studentersamfunnet;23.01.2014 22:10;729;840;0;1;12322;;60.85
Klett - Studentersamfunnet;23.01.2014 22:15;742;840;0;3;12322;;59.78
Klett - Studentersamfunnet;23.01.2014 22:20;758;840;0;4;12322;;58.52
Klett - Studentersamfunnet;23.01.2014 22:25;729;840;0;4;12322;;60.85
Klett - Studentersamfunnet;23.01.2014 22:30;742;840;0;1;12322;;59.78
Klett - Studentersamfunnet;23.01.2014 22:35;760;840;0;2;12322;;58.37
Klett - Studentersamfunnet;23.01.2014 22:40;723;840;0;1;12322;;61.35
Klett - Studentersamfunnet;23.01.2014 22:45;735;840;0;2;12322;;60.35
Klett - Studentersamfunnet;23.01.2014 22:50;744;840;0;5;12322;;59.62
Klett - Studentersamfunnet;23.01.2014 22:55;723;840;0;2;12322;;61.35
Klett - Studentersamfunnet;23.01.2014 23:00;757;840;0;1;12322;;58.60
Klett - Studentersamfunnet;23.01.2014 23:05;775;840;0;2;12322;;57.24
Klett - Studentersamfunnet;23.01.2014 23:10;775;840;0;0;12322;;57.24
Klett - Studentersamfunnet;23.01.2014 23:15;724;840;0;2;12322;;61.27
Klett - Studentersamfunnet;23.01.2014 23:20;743;840;0;0;12322;;59.70
Klett - Studentersamfunnet;23.01.2014 23:25;732;840;0;1;12322;;60.60
Klett - Studentersamfunnet;23.01.2014 23:30;786;840;0;0;12322;;56.44
Klett - Studentersamfunnet;23.01.2014 23:35;814;840;0;1;12322;;54.50
Klett - Studentersamfunnet;23.01.2014 23:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;23.01.2014 23:45;731;840;0;1;12322;;60.68
Klett - Studentersamfunnet;23.01.2014 23:50;714;840;0;1;12322;;62.13
Klett - Studentersamfunnet;23.01.2014 23:55;722;840;0;2;12322;;61.44
Klett - Studentersamfunnet;24.01.2014 00:00;717;840;0;0;12322;;61.87
Klett - Studentersamfunnet;24.01.2014 00:05;740;840;0;2;12322;;59.94
Klett - Studentersamfunnet;24.01.2014 00:10;740;840;0;0;12322;;59.94
Klett - Studentersamfunnet;24.01.2014 00:15;748;840;0;1;12322;;59.30
Klett - Studentersamfunnet;24.01.2014 00:20;733;840;0;2;12322;;60.52
Klett - Studentersamfunnet;24.01.2014 00:25;733;840;0;0;12322;;60.52
Klett - Studentersamfunnet;24.01.2014 00:30;705;840;0;0;12322;;62.92
Klett - Studentersamfunnet;24.01.2014 00:35;708;840;0;1;12322;;62.65
Klett - Studentersamfunnet;24.01.2014 00:40;698;840;0;0;12322;;63.55
Klett - Studentersamfunnet;24.01.2014 00:45;763;840;0;1;12322;;58.14
Klett - Studentersamfunnet;24.01.2014 00:50;660;840;0;0;12322;;67.21
Klett - Studentersamfunnet;24.01.2014 00:55;715;840;0;0;12322;;62.04
Klett - Studentersamfunnet;24.01.2014 01:00;729;840;0;0;12322;;60.85
Klett - Studentersamfunnet;24.01.2014 01:05;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 01:10;747;840;0;1;12322;;59.38
Klett - Studentersamfunnet;24.01.2014 01:15;758;840;0;1;12322;;58.52
Klett - Studentersamfunnet;24.01.2014 01:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 01:25;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 01:30;702;840;0;0;12322;;63.19
Klett - Studentersamfunnet;24.01.2014 01:35;758;840;0;0;12322;;58.52
Klett - Studentersamfunnet;24.01.2014 01:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 01:45;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 01:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 01:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 02:00;703;840;0;0;12322;;63.10
Klett - Studentersamfunnet;24.01.2014 02:05;840;840;0;1;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 02:10;733;840;0;0;12322;;60.52
Klett - Studentersamfunnet;24.01.2014 02:15;748;840;0;0;12322;;59.30
Klett - Studentersamfunnet;24.01.2014 02:20;742;840;0;1;12322;;59.78
Klett - Studentersamfunnet;24.01.2014 02:25;717;840;0;1;12322;;61.87
Klett - Studentersamfunnet;24.01.2014 02:30;721;840;0;0;12322;;61.52
Klett - Studentersamfunnet;24.01.2014 02:35;756;840;0;0;12322;;58.68
Klett - Studentersamfunnet;24.01.2014 02:40;827;840;0;0;12322;;53.64
Klett - Studentersamfunnet;24.01.2014 02:45;760;840;0;1;12322;;58.37
Klett - Studentersamfunnet;24.01.2014 02:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 02:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:00;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:05;749;840;0;0;12322;;59.22
Klett - Studentersamfunnet;24.01.2014 03:10;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:15;764;840;0;0;12322;;58.06
Klett - Studentersamfunnet;24.01.2014 03:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:25;728;840;0;0;12322;;60.93
Klett - Studentersamfunnet;24.01.2014 03:30;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:35;738;840;0;1;12322;;60.11
Klett - Studentersamfunnet;24.01.2014 03:40;651;840;0;0;12322;;68.14
Klett - Studentersamfunnet;24.01.2014 03:45;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 03:55;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 04:00;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 04:05;732;840;0;0;12322;;60.60
Klett - Studentersamfunnet;24.01.2014 04:10;759;840;0;1;12322;;58.44
Klett - Studentersamfunnet;24.01.2014 04:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 04:20;722;840;0;0;12322;;61.44
Klett - Studentersamfunnet;24.01.2014 04:25;700;840;0;0;12322;;63.37
Klett - Studentersamfunnet;24.01.2014 04:30;678;840;0;1;12322;;65.43
Klett - Studentersamfunnet;24.01.2014 04:35;761;840;0;0;12322;;58.29
Klett - Studentersamfunnet;24.01.2014 04:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 04:45;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 04:50;729;840;0;1;12322;;60.85
Klett - Studentersamfunnet;24.01.2014 04:55;770;840;0;1;12322;;57.61
Klett - Studentersamfunnet;24.01.2014 05:00;779;840;0;0;12322;;56.94
Klett - Studentersamfunnet;24.01.2014 05:05;683;840;0;0;12322;;64.95
Klett - Studentersamfunnet;24.01.2014 05:10;797;840;0;1;12322;;55.66
Klett - Studentersamfunnet;24.01.2014 05:15;726;840;0;2;12322;;61.10
Klett - Studentersamfunnet;24.01.2014 05:20;710;840;0;1;12322;;62.48
Klett - Studentersamfunnet;24.01.2014 05:25;694;840;0;1;12322;;63.92
Klett - Studentersamfunnet;24.01.2014 05:30;714;840;0;3;12322;;62.13
Klett - Studentersamfunnet;24.01.2014 05:35;727;840;0;2;12322;;61.02
Klett - Studentersamfunnet;24.01.2014 05:40;755;840;0;0;12322;;58.75
Klett - Studentersamfunnet;24.01.2014 05:45;710;840;0;2;12322;;62.48
Klett - Studentersamfunnet;24.01.2014 05:50;753;840;0;4;12322;;58.91
Klett - Studentersamfunnet;24.01.2014 05:55;728;840;0;3;12322;;60.93
Klett - Studentersamfunnet;24.01.2014 06:00;735;840;0;2;12322;;60.35
Klett - Studentersamfunnet;24.01.2014 06:05;713;840;0;1;12322;;62.21
Klett - Studentersamfunnet;24.01.2014 06:10;739;840;0;2;12322;;60.03
Klett - Studentersamfunnet;24.01.2014 06:15;734;840;0;7;12322;;60.43
Klett - Studentersamfunnet;24.01.2014 06:20;751;840;0;8;12322;;59.07
Klett - Studentersamfunnet;24.01.2014 06:25;744;840;0;7;12322;;59.62
Klett - Studentersamfunnet;24.01.2014 06:30;755;840;0;10;12322;;58.75
Klett - Studentersamfunnet;24.01.2014 06:35;773;840;0;8;12322;;57.39
Klett - Studentersamfunnet;24.01.2014 06:40;783;840;0;10;12322;;56.65
Klett - Studentersamfunnet;24.01.2014 06:45;815;840;0;15;12322;;54.43
Klett - Studentersamfunnet;24.01.2014 06:50;798;840;0;15;12322;;55.59
Klett - Studentersamfunnet;24.01.2014 06:55;767;840;0;9;12322;;57.83
Klett - Studentersamfunnet;24.01.2014 07:00;769;840;0;9;12322;;57.68
Klett - Studentersamfunnet;24.01.2014 07:05;793;840;0;5;12322;;55.94
Klett - Studentersamfunnet;24.01.2014 07:10;821;840;0;13;12322;;54.03
Klett - Studentersamfunnet;24.01.2014 07:15;866;840;26;15;12322;;51.22
Klett - Studentersamfunnet;24.01.2014 07:20;870;840;30;15;12322;;50.99
Klett - Studentersamfunnet;24.01.2014 07:25;881;840;41;14;12322;;50.35
Klett - Studentersamfunnet;24.01.2014 07:30;895;840;55;14;12322;;49.56
Klett - Studentersamfunnet;24.01.2014 07:35;860;840;20;16;12322;;51.58
Klett - Studentersamfunnet;24.01.2014 07:40;895;840;55;10;12322;;49.56
Klett - Studentersamfunnet;24.01.2014 07:45;917;840;77;12;12322;;48.37
Klett - Studentersamfunnet;24.01.2014 07:50;927;840;87;15;12322;;47.85
Klett - Studentersamfunnet;24.01.2014 07:55;914;840;74;9;12322;;48.53
Klett - Studentersamfunnet;24.01.2014 08:00;907;840;67;13;12322;;48.91
Klett - Studentersamfunnet;24.01.2014 08:05;885;840;45;9;12322;;50.12
Klett - Studentersamfunnet;24.01.2014 08:10;901;840;61;12;12322;;49.23
Klett - Studentersamfunnet;24.01.2014 08:15;880;840;40;9;12322;;50.41
Klett - Studentersamfunnet;24.01.2014 08:20;876;840;36;14;12322;;50.64
Klett - Studentersamfunnet;24.01.2014 08:25;853;840;13;10;12322;;52.00
Klett - Studentersamfunnet;24.01.2014 08:30;843;840;3;9;12322;;52.62
Klett - Studentersamfunnet;24.01.2014 08:35;856;840;16;7;12322;;51.82
Klett - Studentersamfunnet;24.01.2014 08:40;846;840;6;11;12322;;52.43
Klett - Studentersamfunnet;24.01.2014 08:45;845;840;5;9;12322;;52.50
Klett - Studentersamfunnet;24.01.2014 08:50;808;840;0;10;12322;;54.90
Klett - Studentersamfunnet;24.01.2014 08:55;785;840;0;8;12322;;56.51
Klett - Studentersamfunnet;24.01.2014 09:00;827;840;0;8;12322;;53.64
Klett - Studentersamfunnet;24.01.2014 09:05;816;840;0;7;12322;;54.36
Klett - Studentersamfunnet;24.01.2014 09:10;817;840;0;8;12322;;54.30
Klett - Studentersamfunnet;24.01.2014 09:15;913;840;73;10;12322;;48.59
Klett - Studentersamfunnet;24.01.2014 09:20;866;840;26;14;12322;;51.22
Klett - Studentersamfunnet;24.01.2014 09:25;859;840;19;9;12322;;51.64
Klett - Studentersamfunnet;24.01.2014 09:30;861;840;21;7;12322;;51.52
Klett - Studentersamfunnet;24.01.2014 09:35;894;840;54;10;12322;;49.62
Klett - Studentersamfunnet;24.01.2014 09:40;872;840;32;10;12322;;50.87
Klett - Studentersamfunnet;24.01.2014 09:45;858;840;18;10;12322;;51.70
Klett - Studentersamfunnet;24.01.2014 09:50;867;840;27;9;12322;;51.16
Klett - Studentersamfunnet;24.01.2014 09:55;844;840;4;11;12322;;52.56
Klett - Studentersamfunnet;24.01.2014 10:00;840;840;0;10;12322;;52.81
Klett - Studentersamfunnet;24.01.2014 10:05;828;840;0;8;12322;;53.57
Klett - Studentersamfunnet;24.01.2014 10:10;827;840;0;11;12322;;53.64
Klett - Studentersamfunnet;24.01.2014 10:15;828;840;0;12;12322;;53.57
Klett - Studentersamfunnet;24.01.2014 10:20;824;840;0;9;12322;;53.83
Klett - Studentersamfunnet;24.01.2014 10:25;851;840;11;10;12322;;52.13
Klett - Studentersamfunnet;24.01.2014 10:30;821;840;0;12;12322;;54.03
Klett - Studentersamfunnet;24.01.2014 10:35;836;840;0;6;12322;;53.06
Klett - Studentersamfunnet;24.01.2014 10:40;884;840;44;11;12322;;50.18
Klett - Studentersamfunnet;24.01.2014 10:45;878;840;38;13;12322;;50.52
Klett - Studentersamfunnet;24.01.2014 10:50;835;840;0;12;12322;;53.12
Klett - Studentersamfunnet;24.01.2014 10:55;819;840;0;9;12322;;54.16
Klett - Studentersamfunnet;24.01.2014 11:00;787;840;0;8;12322;;56.36
Klett - Studentersamfunnet;24.01.2014 11:05;808;840;0;11;12322;;54.90
Klett - Studentersamfunnet;24.01.2014 11:10;815;840;0;7;12322;;54.43
Klett - Studentersamfunnet;24.01.2014 11:15;835;840;0;11;12322;;53.12
Klett - Studentersamfunnet;24.01.2014 11:20;855;840;15;13;12322;;51.88
Klett - Studentersamfunnet;24.01.2014 11:25;829;840;0;13;12322;;53.51
Klett - Studentersamfunnet;24.01.2014 11:30;816;840;0;12;12322;;54.36
Klett - Studentersamfunnet;24.01.2014 11:35;805;840;0;6;12322;;55.10
Klett - Studentersamfunnet;24.01.2014 11:40;800;840;0;4;12322;;55.45
Klett - Studentersamfunnet;24.01.2014 11:45;854;840;14;9;12322;;51.94
Klett - Studentersamfunnet;24.01.2014 11:50;832;840;0;14;12322;;53.32
Klett - Studentersamfunnet;24.01.2014 11:55;831;840;0;10;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 12:00;825;840;0;9;12322;;53.77
Klett - Studentersamfunnet;24.01.2014 12:05;823;840;0;10;12322;;53.90
Klett - Studentersamfunnet;24.01.2014 12:10;891;840;51;13;12322;;49.79
Klett - Studentersamfunnet;24.01.2014 12:15;922;840;82;10;12322;;48.11
Klett - Studentersamfunnet;24.01.2014 12:20;910;840;70;10;12322;;48.75
Klett - Studentersamfunnet;24.01.2014 12:25;843;840;3;9;12322;;52.62
Klett - Studentersamfunnet;24.01.2014 12:30;847;840;7;13;12322;;52.37
Klett - Studentersamfunnet;24.01.2014 12:35;842;840;2;10;12322;;52.68
Klett - Studentersamfunnet;24.01.2014 12:40;835;840;0;7;12322;;53.12
Klett - Studentersamfunnet;24.01.2014 12:45;857;840;17;8;12322;;51.76
Klett - Studentersamfunnet;24.01.2014 12:50;866;840;26;10;12322;;51.22
Klett - Studentersamfunnet;24.01.2014 12:55;818;840;0;13;12322;;54.23
Klett - Studentersamfunnet;24.01.2014 13:00;838;840;0;8;12322;;52.93
Klett - Studentersamfunnet;24.01.2014 13:05;834;840;0;7;12322;;53.19
Klett - Studentersamfunnet;24.01.2014 13:10;820;840;0;7;12322;;54.10
Klett - Studentersamfunnet;24.01.2014 13:15;843;840;3;12;12322;;52.62
Klett - Studentersamfunnet;24.01.2014 13:20;814;840;0;8;12322;;54.50
Klett - Studentersamfunnet;24.01.2014 13:25;841;840;1;9;12322;;52.75
Klett - Studentersamfunnet;24.01.2014 13:30;831;840;0;7;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 13:35;806;840;0;13;12322;;55.04
Klett - Studentersamfunnet;24.01.2014 13:40;814;840;0;11;12322;;54.50
Klett - Studentersamfunnet;24.01.2014 13:45;870;840;30;13;12322;;50.99
Klett - Studentersamfunnet;24.01.2014 13:50;881;840;41;10;12322;;50.35
Klett - Studentersamfunnet;24.01.2014 13:55;878;840;38;10;12322;;50.52
Klett - Studentersamfunnet;24.01.2014 14:00;827;840;0;11;12322;;53.64
Klett - Studentersamfunnet;24.01.2014 14:05;856;840;16;4;12322;;51.82
Klett - Studentersamfunnet;24.01.2014 14:10;869;840;29;13;12322;;51.05
Klett - Studentersamfunnet;24.01.2014 14:15;828;840;0;8;12322;;53.57
Klett - Studentersamfunnet;24.01.2014 14:20;858;840;18;9;12322;;51.70
Klett - Studentersamfunnet;24.01.2014 14:25;823;840;0;10;12322;;53.90
Klett - Studentersamfunnet;24.01.2014 14:30;796;840;0;12;12322;;55.73
Klett - Studentersamfunnet;24.01.2014 14:35;804;840;0;8;12322;;55.17
Klett - Studentersamfunnet;24.01.2014 14:40;832;840;0;9;12322;;53.32
Klett - Studentersamfunnet;24.01.2014 14:45;792;840;0;7;12322;;56.01
Klett - Studentersamfunnet;24.01.2014 14:50;794;840;0;7;12322;;55.87
Klett - Studentersamfunnet;24.01.2014 14:55;831;840;0;7;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 15:00;831;840;0;9;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 15:05;818;840;0;5;12322;;54.23
Klett - Studentersamfunnet;24.01.2014 15:10;841;840;1;7;12322;;52.75
Klett - Studentersamfunnet;24.01.2014 15:15;946;840;106;9;12322;;46.89
Klett - Studentersamfunnet;24.01.2014 15:20;916;840;76;14;12322;;48.43
Klett - Studentersamfunnet;24.01.2014 15:25;941;840;101;9;12322;;47.14
Klett - Studentersamfunnet;24.01.2014 15:30;992;840;152;10;12322;;44.72
Klett - Studentersamfunnet;24.01.2014 15:35;941;840;101;9;12322;;47.14
Klett - Studentersamfunnet;24.01.2014 15:40;1023;840;183;8;12322;;43.36
Klett - Studentersamfunnet;24.01.2014 15:45;1061;840;221;7;12322;;41.81
Klett - Studentersamfunnet;24.01.2014 15:50;1041;840;201;9;12322;;42.61
Klett - Studentersamfunnet;24.01.2014 15:55;975;840;135;8;12322;;45.50
Klett - Studentersamfunnet;24.01.2014 16:00;950;840;110;9;12322;;46.69
Klett - Studentersamfunnet;24.01.2014 16:05;924;840;84;6;12322;;48.01
Klett - Studentersamfunnet;24.01.2014 16:10;833;840;0;10;12322;;53.25
Klett - Studentersamfunnet;24.01.2014 16:15;850;840;10;4;12322;;52.19
Klett - Studentersamfunnet;24.01.2014 16:20;853;840;13;10;12322;;52.00
Klett - Studentersamfunnet;24.01.2014 16:25;800;840;0;6;12322;;55.45
Klett - Studentersamfunnet;24.01.2014 16:30;830;840;0;8;12322;;53.44
Klett - Studentersamfunnet;24.01.2014 16:35;811;840;0;6;12322;;54.70
Klett - Studentersamfunnet;24.01.2014 16:40;802;840;0;5;12322;;55.31
Klett - Studentersamfunnet;24.01.2014 16:45;832;840;0;5;12322;;53.32
Klett - Studentersamfunnet;24.01.2014 16:50;794;840;0;5;12322;;55.87
Klett - Studentersamfunnet;24.01.2014 16:55;813;840;0;3;12322;;54.56
Klett - Studentersamfunnet;24.01.2014 17:00;853;840;13;5;12322;;52.00
Klett - Studentersamfunnet;24.01.2014 17:05;831;840;0;11;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 17:10;811;840;0;8;12322;;54.70
Klett - Studentersamfunnet;24.01.2014 17:15;824;840;0;9;12322;;53.83
Klett - Studentersamfunnet;24.01.2014 17:20;800;840;0;10;12322;;55.45
Klett - Studentersamfunnet;24.01.2014 17:25;795;840;0;6;12322;;55.80
Klett - Studentersamfunnet;24.01.2014 17:30;802;840;0;13;12322;;55.31
Klett - Studentersamfunnet;24.01.2014 17:35;818;840;0;11;12322;;54.23
Klett - Studentersamfunnet;24.01.2014 17:40;826;840;0;7;12322;;53.70
Klett - Studentersamfunnet;24.01.2014 17:45;805;840;0;13;12322;;55.10
Klett - Studentersamfunnet;24.01.2014 17:50;814;840;0;9;12322;;54.50
Klett - Studentersamfunnet;24.01.2014 17:55;820;840;0;12;12322;;54.10
Klett - Studentersamfunnet;24.01.2014 18:00;829;840;0;11;12322;;53.51
Klett - Studentersamfunnet;24.01.2014 18:05;807;840;0;10;12322;;54.97
Klett - Studentersamfunnet;24.01.2014 18:10;792;840;0;7;12322;;56.01
Klett - Studentersamfunnet;24.01.2014 18:15;797;840;0;9;12322;;55.66
Klett - Studentersamfunnet;24.01.2014 18:20;815;840;0;11;12322;;54.43
Klett - Studentersamfunnet;24.01.2014 18:25;826;840;0;12;12322;;53.70
Klett - Studentersamfunnet;24.01.2014 18:30;815;840;0;8;12322;;54.43
Klett - Studentersamfunnet;24.01.2014 18:35;794;840;0;7;12322;;55.87
Klett - Studentersamfunnet;24.01.2014 18:40;807;840;0;10;12322;;54.97
Klett - Studentersamfunnet;24.01.2014 18:45;817;840;0;8;12322;;54.30
Klett - Studentersamfunnet;24.01.2014 18:50;831;840;0;12;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 18:55;831;840;0;14;12322;;53.38
Klett - Studentersamfunnet;24.01.2014 19:00;803;840;0;8;12322;;55.24
Klett - Studentersamfunnet;24.01.2014 19:05;809;840;0;9;12322;;54.83
Klett - Studentersamfunnet;24.01.2014 19:10;776;840;0;6;12322;;57.16
Klett - Studentersamfunnet;24.01.2014 19:15;774;840;0;4;12322;;57.31
Klett - Studentersamfunnet;24.01.2014 19:20;774;840;0;6;12322;;57.31
Klett - Studentersamfunnet;24.01.2014 19:25;800;840;0;8;12322;;55.45
Klett - Studentersamfunnet;24.01.2014 19:30;785;840;0;2;12322;;56.51
Klett - Studentersamfunnet;24.01.2014 19:35;776;840;0;8;12322;;57.16
Klett - Studentersamfunnet;24.01.2014 19:40;784;840;0;8;12322;;56.58
Klett - Studentersamfunnet;24.01.2014 19:45;787;840;0;10;12322;;56.36
Klett - Studentersamfunnet;24.01.2014 19:50;793;840;0;5;12322;;55.94
Klett - Studentersamfunnet;24.01.2014 19:55;784;840;0;7;12322;;56.58
Klett - Studentersamfunnet;24.01.2014 20:00;801;840;0;8;12322;;55.38
Klett - Studentersamfunnet;24.01.2014 20:05;794;840;0;8;12322;;55.87
Klett - Studentersamfunnet;24.01.2014 20:10;776;840;0;8;12322;;57.16
Klett - Studentersamfunnet;24.01.2014 20:15;765;840;0;5;12322;;57.99
Klett - Studentersamfunnet;24.01.2014 20:20;775;840;0;7;12322;;57.24
Klett - Studentersamfunnet;24.01.2014 20:25;750;840;0;3;12322;;59.15
Klett - Studentersamfunnet;24.01.2014 20:30;740;840;0;5;12322;;59.94
Klett - Studentersamfunnet;24.01.2014 20:35;772;840;0;4;12322;;57.46
Klett - Studentersamfunnet;24.01.2014 20:40;770;840;0;5;12322;;57.61
Klett - Studentersamfunnet;24.01.2014 20:45;774;840;0;5;12322;;57.31
Klett - Studentersamfunnet;24.01.2014 20:50;758;840;0;4;12322;;58.52
Klett - Studentersamfunnet;24.01.2014 20:55;764;840;0;6;12322;;58.06
Klett - Studentersamfunnet;24.01.2014 21:00;767;840;0;7;12322;;57.83
Klett - Studentersamfunnet;24.01.2014 21:05;787;840;0;5;12322;;56.36
Klett - Studentersamfunnet;24.01.2014 21:10;780;840;0;6;12322;;56.87
Klett - Studentersamfunnet;24.01.2014 21:15;768;840;0;4;12322;;57.76
Klett - Studentersamfunnet;24.01.2014 21:20;772;840;0;4;12322;;57.46
Klett - Studentersamfunnet;24.01.2014 21:25;749;840;0;1;12322;;59.22
Klett - Studentersamfunnet;24.01.2014 21:30;753;840;0;3;12322;;58.91
Klett - Studentersamfunnet;24.01.2014 21:35;759;840;0;2;12322;;58.44
Klett - Studentersamfunnet;24.01.2014 21:40;740;840;0;5;12322;;59.94
Klett - Studentersamfunnet;24.01.2014 21:45;759;840;0;3;12322;;58.44
Klett - Studentersamfunnet;24.01.2014 21:50;752;840;0;6;12322;;58.99
Klett - Studentersamfunnet;24.01.2014 21:55;773;840;0;3;12322;;57.39
Klett - Studentersamfunnet;24.01.2014 22:00;749;840;0;2;12322;;59.22
Klett - Studentersamfunnet;24.01.2014 22:05;769;840;0;5;12322;;57.68
Klett - Studentersamfunnet;24.01.2014 22:10;757;840;0;3;12322;;58.60
Klett - Studentersamfunnet;24.01.2014 22:15;749;840;0;4;12322;;59.22
Klett - Studentersamfunnet;24.01.2014 22:20;761;840;0;2;12322;;58.29
Klett - Studentersamfunnet;24.01.2014 22:25;748;840;0;1;12322;;59.30
Klett - Studentersamfunnet;24.01.2014 22:30;738;840;0;2;12322;;60.11
Klett - Studentersamfunnet;24.01.2014 22:35;733;840;0;2;12322;;60.52
