actualTravelTime
40.33333333
185.1666667
40.5
40.16666667
106.5
37.16666667
48.66666667
41.5
55.83333333
50.33333333
43.16666667
44
179.6666667
41.16666667
51.5
44.83333333
40.16666667
49.16666667
472.3333333
53.5
39.33333333
50.33333333
46
210.6666667
47.16666667
46.83333333
46.83333333
89.5
50
43
42.16666667
440.8333333
41.33333333
50.16666667
45.66666667
47
69
43.16666667
50.5
47.33333333
131.1666667
220.1666667
42.66666667
47.33333333
48.83333333
45.16666667
37.83333333
42.83333333
44.33333333
121.1666667
48
44.66666667
47.66666667
47.33333333
46.66666667
47.66666667
46.5
50.33333333
40.5
45
44.33333333
44.33333333
43.83333333
40.33333333
45.33333333
49
42
44.83333333
48
45.33333333
40.83333333
43.83333333
47.5
46
49.16666667
46.83333333
46.66666667
72.5
51.16666667
48
47.16666667
45.33333333
43.83333333
53.83333333
45.16666667
47.5
44.5
47.16666667
42.83333333
46.83333333
47.5
44.83333333
45.16666667
45.66666667
48.16666667
50.66666667
45.16666667
42.66666667
50.66666667
44.83333333
44
46.5
47
47
47.5
69.66666667
485.5
49.33333333
45.83333333
55.66666667
55.5
51.66666667
50.33333333
49.5
49.16666667
45
46
45.16666667
42.16666667
47.66666667
54
47.16666667
43
45.16666667
75.16666667
48
46.16666667
41.83333333
42.66666667
44.16666667
46.66666667
44.66666667
42.5
49.33333333
48.66666667
49.83333333
50
47
48.33333333
47.66666667
49.16666667
49.66666667
49
54.16666667
54.66666667
180.5
52.33333333
50.5
50.83333333
52
51.83333333
48.66666667
46.83333333
46.33333333
47
50.66666667
49.5
51.16666667
48.66666667
46.83333333
49.5
54.16666667
59.16666667
50.16666667
52.5
51.5
49.66666667
51.83333333
47.83333333
49.33333333
46
45.16666667
46.83333333
51.16666667
46.33333333
47.83333333
47.33333333
57.5
45.5
81.5
51.5
48.66666667
60.16666667
52.5
50.33333333
52.66666667
50.83333333
54.83333333
52.66666667
49.16666667
51.83333333
51.83333333
52.33333333
98.66666667
47.16666667
47
48.33333333
50.66666667
49.33333333
89.66666667
50.83333333
46.5
51
51.33333333
51.83333333
50.16666667
47.83333333
61
54.33333333
59.16666667
54
54.5
57.16666667
57.16666667
55.83333333
56.33333333
52.33333333
52.33333333
51
52.16666667
51.5
58.33333333
57.5
57.66666667
55.16666667
55.66666667
54.66666667
56.16666667
55.83333333
52.33333333
52.66666667
482.1666667
55.5
54.66666667
53
53
52.83333333
55
53.83333333
53.83333333
53
87.16666667
52.5
52.66666667
52.83333333
51
51.5
51.83333333
54
52.16666667
52.83333333
53.66666667
51.16666667
49.66666667
50.5
48.83333333
48.66666667
62.83333333
55.16666667
51.16666667
53
50.66666667
53.83333333
50.66666667
52.16666667
54.16666667
59.16666667
58
53.5
55.83333333
59
58
57.83333333
59.5
61.33333333
60
57.83333333
57.66666667
58.66666667
58.33333333
56.66666667
56.33333333
56.33333333
119.8333333
59.16666667
57
58.16666667
55.83333333
56.16666667
57.83333333
56
59
59.33333333
58
55.5
59.83333333
59.83333333
59.33333333
59.83333333
59.16666667
60.66666667
60
59.16666667
58.5
59.16666667
59.66666667
60.33333333
61.66666667
62.66666667
62.5
62.33333333
63.5
63.33333333
65.16666667
66.33333333
66.33333333
66.16666667
66.33333333
66.33333333
65.66666667
65.16666667
65.5
66.5
62.83333333
61.5
69.5
56.83333333
56.83333333
61.66666667
62.5
61
65.66666667
65.66666667
73.33333333
66.16666667
66.33333333
67
63
68
69.5
69.83333333
67.33333333
67.16666667
69.83333333
70.16666667
70.66666667
53.83333333
66.66666667
69.33333333
67.66666667
68.66666667
69.16666667
68.66666667
70.16666667
129.6666667
70.16666667
70.33333333
71.33333333
70.5
70.16666667
72.83333333
71.5
72.5
75.16666667
74.5
74.83333333
77.33333333
77.5
78
79.16666667
57
78.66666667
79.5
79.5
79.5
79
81.83333333
61
79.16666667
77.33333333
78.16666667
80.5
81.66666667
407.5
81.83333333
81.16666667
82.83333333
83.66666667
82.5
82
79.83333333
81.66666667
81.66666667
84
83.5
82.16666667
82
82.83333333
245.1666667
84
81.16666667
82
83.83333333
83.5
83.33333333
84.33333333
86.16666667
84
83
84.83333333
82.5
81.16666667
84.83333333
86.5
87.5
87.66666667
86.66666667
84.5
87.66666667
88
88
81.33333333
88.33333333
83.66666667
84.33333333
88.16666667
105.1666667
87.66666667
92
93
92.66666667
208.6666667
93.66666667
94.66666667
94.83333333
92.5
94.5
306.3333333
97.5
91.83333333
93.33333333
95.16666667
90.16666667
94.33333333
96.66666667
94.66666667
89.83333333
94
95.83333333
97
98.16666667
98.16666667
97.66666667
98.16666667
97
99.16666667
99
93.33333333
163.8333333
75.83333333
91.5
98.83333333
101.8333333
96.33333333
95.16666667
98.66666667
97.16666667
161.1666667
99.33333333
95.16666667
93.16666667
94.83333333
72.33333333
92.16666667
92
95.83333333
97.66666667
92.66666667
350.5
93
96.66666667
