"foo","lasso","svmRadial","nnet","kknn","kalmanFilter"
0,10.776854669825,4.47067148078401,61.081050112117,64.690204153704,29.8965808128
0,40.437618609578,19.458274284519,50.730883717655,88.929832370814,7.233659643647
0,141.592690598105,63.113434192433,21.555868099191,61.693191754836,56.082658456074
0,23.323352243936,18.738719063223,46.662461526244,6.01390265802502,18.731903566875
0,13.15885337123,21.322191829742,40.039191477466,15.026696508485,12.826224854216
0,40.396647198686,17.29579703838,53.822304549883,100.152372409157,14.309310844059
0,131.824029341486,74.989579496816,13.969945430561,5.96049992972098,65.810981993077
0,118.723356762838,72.961351355476,13.767791738477,7.32335676283805,66.959813628053
0,38.503155183653,8.25305917692697,42.18390259248,1.55370756144498,16.718628530948
0,31.708204968612,1.29030119153902,75.783231628073,81.906696992172,33.579615649309
0,10.481584912128,2.06229962534496,69.924857777764,99.678022931009,28.592430909348
0,9.30988190964598,2.34183324157704,69.872010132422,98.942274953099,26.840708404975
0,9.70661412399198,3.73040326335001,71.92549738884,106.322013326988,26.664456833912
0,10.345104569614,3.98625267483595,72.513796887537,104.819209155876,25.235593831969
0,13.27704563781,4.64884440979205,74.500285719923,105.928444558268,24.552186439708
0,11.295092480847,4.82957323865799,74.020764011868,104.576672225035,22.671988795099
0,10.738045518281,24.300596727416,31.630260903478,120.136464285641,23.442999971093
0,115.022892015284,32.565274644978,10.851045974618,1.901715544696,32.056658753156
0,34.98220750886,19.582353233793,52.005193609076,109.998184648003,3.82174074807494
0,29.76785537283,43.976781604866,13.225508403231,6.69136031344499,38.141268232891
0,31.121782700093,43.650869747748,14.144925160921,6.55351141755403,37.08301279532
0,31.74376139396,43.440033658086,14.661329250162,6.93153272368698,36.411548857906
0,35.968130271602,38.014025504085,24.187510821925,24.361673649967,28.406145052091
0,31.708244427079,43.404516691205,14.696846217043,6.96704969056799,36.51849929981
0,34.390076282404,41.991226855918,17.724138166496,8.58560999210601,33.963545487674
0,278.680736068397,69.054013308683,21.424639697888,46.39887177474,71.913729192507
0,36.940806681954,26.8162630229569,41.8127717956791,100.791742337654,3.72280411786102
0,52.708477378107,30.332969143684,44.954187232338,24.851522621893,1.95345981409804
0,108.406979580856,41.894617366,2.335430986375,58.050508992621,26.621826986933
0,40.536125232276,22.845975980875,49.99850533789,108.166619865763,12.081885662957
0,37.666249409442,25.287931263377,44.608766634746,103.246299610166,5.36163036801099
0,53.203803730482,29.224063353353,46.844895513381,28.496196269518,2.706020870663
0,4.32001585996602,23.235126644388,35.184759479677,5.52550605604404,4.83763749743196
0,91.232109432458,37.227877133097,46.814087354593,18.161129040301,7.52524322043598
0,37.443978026785,28.731745954612,40.641052144927,62.170923933999,7.85759746708698
0,117.523915630104,47.188386813172,35.403163558762,23.749797983045,27.393930012866
0,25.790675251752,47.969712823831,0.461509730308023,19.780697297268,42.516003999568
0,135.466194118777,72.5767550967821,11.222143059421,26.398903920439,71.410464710573
0,51.714262856604,14.369912695309,8.35832846112703,56.824851091898,6.38316261865197
0,52.605160415058,23.639338913837,54.631999788173,46.754839584942,0.842729597266953
0,56.489716045125,22.205411231982,57.981872456812,50.170283954875,1.27530026081803
0,56.948813930522,21.7391087371,58.733020718134,49.131186069478,3.45233776498401
0,20.149882727545,15.187114644444,70.61377461948,155.114196453035,33.012985163243
0,48.632176378658,31.641047388808,36.871221707378,3.01139206493303,21.402262490437
0,51.481248509024,32.061816636188,37.610846925162,14.6636014502,22.591732064499
0,492.620735017997,47.511578166153,7.58945431237402,64.850931096428,56.911840217637
0,40.154853732074,19.648983383793,51.154787152141,32.623969797338,20.363411593057
0,38.779136699841,19.698489612439,50.712219208605,15.256157417806,17.760106052111
0,28.962058746239,23.253126159376,42.346555874027,11.301274432513,9.79402953947698
0,304.963458165332,32.756452084325,15.818856690507,9.085811106508,19.188229015268
0,87.90544436799,70.303679785435,7.064232091978,4.96239876926501,41.100706028837
0,91.748823932774,69.804944413183,6.380443038279,13.479803518206,43.2480573167859
0,342.455105878371,212.291631626338,133.094626026633,103.27785097641,232.341798284701
0,36.326994350479,29.87283356659,33.882578816898,56.403986041678,1.36596573047495
0,11.953159830199,66.362364604319,17.423942729049,1.81159120274799,52.115642537101
0,693.916901527933,241.553507198718,182.951116308252,158.669765138734,281.26857569251
0,197.853418684374,120.877057147783,56.595474822445,81.1057970019,65.32837677043
0,72.303161774014,94.043769556505,43.918022215649,86.000367637751,17.923462125598
0,171.706206716232,94.744008660025,32.391867039144,15.9306560288661,15.491408710331
0,127.644640655185,91.714192130043,22.940809895386,45.859542615969,15.119544378573
0,116.300952909056,87.199427086142,18.538510877649,37.498207811017,15.31492487996
0,40.87853491311,110.134496086646,53.763965349527,29.743632952326,55.863562406807
0,51.59334267938,92.386385002465,27.867807240065,43.872166208792,27.840729480245
0,29.908461262313,87.816016082779,40.609664148054,45.776696556431,27.32507475056
0,51.454414189215,73.221930703353,16.269391483657,63.30225732647,3.998195346469
0,177.137739535725,125.84741333095,12.881352176671,42.424014045529,65.017561661945
0,102.962541457928,81.726372047473,24.561209811961,7.90177226756197,14.361499649936
0,249.198105513221,167.48779992082,74.563209465253,94.04516433675,135.958466037817
0,145.742780418632,112.893463168381,5.51329576018099,71.485133359808,64.07738270914
0,140.150611276186,96.123627288064,9.543053280751,12.509826962461,48.505207562179
0,55.276269946831,61.847173979532,41.432267652469,15.4539261316,8.14212783170501
0,50.387221679883,59.797920626663,42.446794674982,25.629248908352,8.57326624846399
0,61.84556515262,56.402201524101,8.95151979589298,36.287133780071,13.089909251679
0,66.300097263489,51.365698586461,17.099360527257,14.138528636038,8.94444735609
0,69.776533601067,46.010673916891,25.214427921314,15.280329144031,5.24422595001903
0,10.787169171091,10.157307463831,53.017005909843,35.832830828909,37.568523946163
0,54.842653986098,20.923988133031,53.971683634453,83.066365621745,21.132721378093
0,63.036962632723,25.258212880314,50.69576315631,43.755586386885,13.198511116646
0,35.648049544094,42.94648485748,16.162868227642,54.814324053898,15.165280799673
0,19.79969250947,37.787693241597,17.314787910364,35.01168003955,14.325191766834
0,46.767597321352,33.194925546965,33.627919109244,21.309657580609,4.56257986944701
0,32.464246120779,38.604761480558,21.203070527144,39.519148081563,13.33677829815
