"dateAndTime";"svmRadial";"nnet";"kknn";"kalmanFilter"
"2015-03-19 00:00:34";267.949001062812;354.287859277867;322.245697986324;313.673435482625
"2015-03-19 00:07:43";272.305769083157;369.027192449;344.560068255947;311.671278253225
"2015-03-19 00:10:57";292.856937720435;337.21907444092;352.177061468133;309.324650945821
"2015-03-19 00:12:15";269.64483021373;356.697723060355;315.137510546929;319.055255810811
"2015-03-19 00:14:30";270.406991433345;352.436327349413;371.400466457617;316.985078225446
"2015-03-19 00:19:03";271.952871845948;369.015881175614;342.327836840581;315.705958042745
"2015-03-19 00:19:49";270.447961344119;389.188165377944;366.128905008375;313.013047348409
"2015-03-19 00:20:48";273.568123330688;386.316181480362;344.734436510635;309.763543134785
"2015-03-19 00:26:21";271.31535463365;336.821226094475;322.275884745677;307.215473347295
"2015-03-19 00:28:03";268.638422019348;362.664450554385;267.811026987545;308.287820617921
"2015-03-19 00:29:35";267.824529362278;356.542693944477;293.234236276399;305.074015821476
"2015-03-19 00:29:38";267.829448327501;356.216856506075;293.034844786984;303.150590314621
"2015-03-19 00:29:42";267.824317280395;356.869765502709;291.7026554334;301.371070957904
"2015-03-19 00:29:52";267.828969531662;357.198069151166;288.408326721826;299.580698401583
"2015-03-19 00:29:55";267.899363485809;358.523563285101;280.267434357173;297.829232077518
"2015-03-19 00:29:58";267.853496013075;357.858364490307;283.68807082499;295.967081275946
"2015-03-19 00:32:26";276.588593597736;359.459900821958;331.024881433627;294.295045547188
"2015-03-19 00:33:20";279.595127910513;334.449096124818;289.453741861549;294.92044923156
"2015-03-19 00:58:03";275.227445021886;375.557054892693;384.155166672963;302.160466760785
"2015-03-19 01:15:08";280.42847156085;364.673145109088;349.874129484806;300.626587139939
"2015-03-19 01:15:52";280.226509826973;365.203685556432;345.159434306799;301.038769904773
"2015-03-19 01:15:58";280.120718879843;365.470756063317;346.933303613032;301.332212536054
"2015-03-19 01:16:08";278.633482784662;368.768366895484;335.038528845064;301.561985219511
"2015-03-19 01:31:52";280.120718879843;365.470756063317;346.933303613032;301.189745127269
"2015-03-19 01:32:01";279.546704662408;366.824025676249;344.916351455161;301.42653079473
"2015-03-19 01:54:59";285.787317355714;344.262217782123;307.516148198522;301.405534739096
"2015-03-19 01:56:35";276.267710711242;373.426525720766;363.953075169695;318.663610799815
"2015-03-19 02:15:24";274.013833861191;378.374949683975;398.212266676741;316.661937192205
"2015-03-19 02:34:03";281.657296982463;340.098130931567;314.979030060322;313.971193432211
"2015-03-19 02:59:49";274.802083919283;376.486461108842;387.868535267672;320.618010895233
"2015-03-19 03:01:21";275.816132721033;374.332447465648;364.06587832307;318.027879777453
"2015-03-19 03:01:24";273.774928157037;379.013152958152;404.648401526314;315.909824601145
"2015-03-19 03:06:04";272.062867605203;350.836598196442;362.75990378682;313.157653357398
"2015-03-19 03:12:01";272.194032077549;390.613209876281;376.977073054013;312.706866212022
