"dateAndTime";"svmRadial";"nnet";"kknn";"kalmanFilter"
"2015-03-13 00:01:08";270.937008281743;366.191276254599;298.468858664853;349.432385535571
"2015-03-13 00:06:06";272.621331954862;369.671384331433;338.803135491833;345.0300601574
"2015-03-13 00:07:04";273.422767978592;365.241190090211;317.523058924276;341.090565949149
"2015-03-13 00:14:12";271.514550048532;361.246158195442;318.021140453612;338.034146592939
"2015-03-13 00:18:14";280.687916609917;352.214926316413;347.771383379299;335.029729670903
"2015-03-13 00:23:25";272.330845478104;365.133209863734;313.433944614455;336.406571294513
"2015-03-13 00:32:13";271.936682406923;360.545743239321;317.048014658657;333.28537133679
"2015-03-13 00:32:18";271.936682406923;360.545743239321;317.048014658657;330.71161446153
"2015-03-13 00:32:22";271.778544074959;361.473857950307;318.697164985455;328.264551234677
"2015-03-13 00:32:26";272.048916928097;359.933130563102;314.604475927815;325.790269595004
"2015-03-13 00:34:33";280.524508821792;364.409679364166;352.850702834763;323.683910822969
"2015-03-13 00:34:36";279.546704662408;366.824025676249;344.916351455161;323.010317833944
"2015-03-13 00:34:57";280.706393700864;363.88636716639;351.531223695644;321.92685595152
"2015-03-13 00:42:08";278.054758418261;371.000066463795;355.034873751684;321.438204669112
"2015-03-13 00:42:10";279.016145757931;373.248911021434;386.777442794716;319.792202987128
"2015-03-13 00:42:31";276.917312168014;376.451434426108;391.122747364842;318.178000854961
"2015-03-13 00:44:27";296.400853021369;340.996679621859;358.359389222613;316.101781122563
"2015-03-13 00:57:29";280.338501247321;342.514444746797;370.404303398945;327.910814403042
"2015-03-13 00:58:43";264.952544674986;340.958232554944;350.232795849232;327.570628312197
"2015-03-13 01:12:42";292.158017578596;351.774394758712;283.280152379513;324.835154067217
"2015-03-13 01:16:53";278.066808274774;369.905215204453;348.829111539285;345.370169175366
"2015-03-13 01:17:31";273.061465908797;381.280674793222;443.999225509086;342.644562567708
"2015-03-13 01:17:37";274.802083919283;376.486461108842;387.868535267672;338.231792736695
"2015-03-13 01:20:14";280.524508821792;364.409679364166;352.850702834763;334.77462001713
"2015-03-13 01:34:36";274.138214613789;378.057473217134;397.798390318234;333.555084859001
"2015-03-13 02:04:06";279.423485914299;367.098247686516;342.087534348357;330.081998026153
"2015-03-13 02:11:24";273.341670615529;380.302476389119;406.395261626809;328.601206224128
"2015-03-13 02:11:55";278.633482784662;368.768366895484;335.038528845064;325.027398696438
"2015-03-13 02:12:08";277.477522663939;371.060631920585;351.393397307542;323.500069375163
"2015-03-13 02:14:01";281.737329157896;357.528744626385;368.55337841752;321.654121667241
"2015-03-13 02:14:06";281.167014143953;362.345529634226;363.234550858237;322.458750489136
"2015-03-13 02:14:10";281.637540906468;359.875381251306;368.34326268465;322.239267688631
"2015-03-13 02:14:28";280.819060437002;352.610701694043;351.961385016434;322.522840780183
"2015-03-13 02:16:27";268.81263878054;363.095883771549;268.49737856864;324.416885912703
"2015-03-13 02:53:22";273.774928157037;379.013152958152;404.648401526314;320.409124955431
"2015-03-13 03:25:17";280.42847156085;364.673145109088;349.874129484806;317.435474836721
"2015-03-13 03:38:46";273.061465908797;381.280674793222;443.999225509086;317.020237059843
"2015-03-13 03:53:32";275.083824683273;375.865750165932;382.327278955256;313.86882929366
"2015-03-13 04:04:04";279.297679030472;367.373653855262;332.685153198081;311.709378225084
"2015-03-13 04:05:50";273.150243148763;380.953547630505;444.0413280945;311.08375677972
"2015-03-13 04:06:08";273.774928157037;379.013152958152;404.648401526314;308.273798511831
"2015-03-13 04:09:59";275.267478077473;374.903100167363;391.129499666276;305.897512035554
"2015-03-13 04:11:13";271.887857529028;357.334705751159;321.794088178624;304.228900865257
"2015-03-13 04:11:37";273.261217996561;350.250326211378;340.685438815218;303.430030280389
"2015-03-13 04:16:33";273.170950998082;365.064261413474;320.851149143023;303.901113773384
"2015-03-13 04:20:00";272.438676195586;387.84897408871;397.605353936051;302.626126756045
"2015-03-13 04:22:42";272.133817387578;372.197135087255;395.291300515068;299.247993235235
"2015-03-13 04:23:09";272.565158042322;365.322601558833;318.924757263214;296.971427390662
"2015-03-13 04:23:26";305.445455946601;383.412923681041;369.161482740816;295.84065471621
"2015-03-13 04:25:36";267.354037108567;353.653739003217;312.761097636229;353.884987086007
"2015-03-13 04:26:30";262.027705375721;340.482030387953;334.788693691992;349.804958582541
"2015-03-13 04:27:22";264.091527944647;350.094776824238;312.023508003073;345.581193953221
