dateAndTime;boostedSvrPrediction
2015-03-30 00:00:34;287.183175
2015-03-30 00:06:03;300.539935
2015-03-30 00:06:54;296.053685
2015-03-30 00:06:57;292.397109
2015-03-30 00:07:12;338.860135
2015-03-30 00:07:13;338.821758
2015-03-30 00:07:37;338.785462
2015-03-30 00:09:10;338.738818
2015-03-30 00:09:33;338.738818
2015-03-30 00:09:37;338.735118
2015-03-30 00:09:41;338.745051
2015-03-30 00:09:45;338.765399
2015-03-30 00:10:15;337.251576
2015-03-30 00:13:23;298.045969
2015-03-30 00:13:26;300.174963
2015-03-30 00:16:37;300.777868
2015-03-30 00:16:48;300.288657
2015-03-30 00:22:22;320.861414
2015-03-30 00:29:11;302.199129
2015-03-30 00:29:12;298.696175
2015-03-30 00:29:29;298.696175
2015-03-30 00:38:03;314.516690
2015-03-30 00:46:13;333.445813
2015-03-30 00:49:35;289.591227
2015-03-30 00:52:53;297.015178
2015-03-30 01:03:02;294.730282
2015-03-30 01:06:22;287.309239
2015-03-30 01:08:16;295.543326
2015-03-30 01:20:41;294.730282
2015-03-30 01:26:53;294.730282
2015-03-30 01:53:55;301.682639
2015-03-30 01:55:38;294.730282
2015-03-30 01:59:52;289.591227
2015-03-30 02:09:01;331.532368
2015-03-30 02:14:00;293.764436
2015-03-30 02:26:51;301.682639
2015-03-30 02:28:09;289.591227
2015-03-30 02:32:10;335.979486
2015-03-30 02:43:38;301.682639
2015-03-30 02:44:09;294.730282
2015-03-30 02:57:42;294.730282
2015-03-30 02:57:45;289.591227
2015-03-30 03:01:27;286.716814
2015-03-30 03:02:47;286.639194
2015-03-30 03:13:22;301.682639
2015-03-30 03:17:28;294.730282
2015-03-30 03:18:19;289.591227
2015-03-30 03:22:25;301.817161
2015-03-30 03:25:23;332.141349
2015-03-30 03:32:05;309.490496
2015-03-30 03:34:55;294.730282
2015-03-30 03:43:46;315.528336
2015-03-30 03:51:06;310.890761
2015-03-30 04:01:17;301.682639
2015-03-30 04:22:25;294.730282
2015-03-30 04:23:03;289.591227
2015-03-30 04:23:51;286.716814
2015-03-30 04:25:50;289.591227
2015-03-30 04:27:21;298.922472
2015-03-30 04:30:31;306.514421
2015-03-30 04:33:20;302.421680
2015-03-30 04:34:49;298.922472
2015-03-30 04:35:47;301.931807
2015-03-30 04:35:52;298.695632
2015-03-30 04:37:02;293.856574
2015-03-30 04:38:06;293.856574
2015-03-30 04:40:59;300.724129
2015-03-30 04:42:10;302.491491
2015-03-30 04:45:48;314.517690
2015-03-30 04:46:55;334.361310
2015-03-30 04:48:25;334.849290
2015-03-30 04:49:35;334.849290
2015-03-30 04:56:02;308.746386
2015-03-30 04:57:25;298.695632
2015-03-30 04:59:16;297.922946
2015-03-30 05:00:29;287.309239
2015-03-30 05:02:26;301.931807
2015-03-30 05:02:32;301.931807
2015-03-30 05:04:44;299.686747
2015-03-30 05:05:48;290.803050
2015-03-30 05:06:19;290.853551
2015-03-30 05:06:24;291.819489
2015-03-30 05:06:36;293.145696
2015-03-30 05:11:35;334.979414
2015-03-30 05:11:36;334.221435
2015-03-30 05:13:16;335.823798
2015-03-30 05:13:24;335.070528
2015-03-30 05:14:29;291.079792
2015-03-30 05:14:31;289.742567
2015-03-30 05:15:59;301.791054
2015-03-30 05:16:26;304.839701
2015-03-30 05:27:08;338.126895
2015-03-30 05:27:15;338.252612
2015-03-30 05:28:16;286.099960
2015-03-30 05:29:08;287.309239
2015-03-30 05:29:13;289.643860
2015-03-30 05:30:42;289.643860
2015-03-30 05:31:11;292.348123
2015-03-30 05:31:40;310.212789
2015-03-30 05:32:00;313.289802
2015-03-30 05:32:10;316.420944
2015-03-30 05:32:15;319.349323
2015-03-30 05:33:34;307.288947
2015-03-30 05:33:54;304.883358
2015-03-30 05:33:56;307.674565
2015-03-30 05:34:01;310.279471
2015-03-30 05:35:52;299.894992
2015-03-30 05:37:01;288.997724
2015-03-30 05:38:17;289.975936
