"dateAndTime";"fiveMinuteMean";"trafficVolume";"actualTravelTime"
"2015-02-04 00:08:57";300;4;211
"2015-02-04 00:17:54";300;1;285
"2015-02-04 00:18:09";300;2;292
"2015-02-04 00:32:51";300;2;956
"2015-02-04 00:35:23";300;3;256
"2015-02-04 00:36:57";300;4;259
"2015-02-04 00:45:36";259;5;255
"2015-02-04 00:58:36";300;2;294
"2015-02-04 01:12:03";300;2;266
"2015-02-04 01:18:07";266;2;238
"2015-02-04 02:36:06";300;3;221
"2015-02-04 02:51:32";300;1;232
"2015-02-04 02:57:22";232;1;320
"2015-02-04 02:57:27";232;2;259
"2015-02-04 02:59:05";232;4;260
"2015-02-04 03:24:21";300;3;242
"2015-02-04 03:26:12";300;2;263
"2015-02-04 03:26:28";300;3;314
"2015-02-04 03:26:41";300;4;293
"2015-02-04 04:03:13";300;1;260
"2015-02-04 04:05:07";1770;2;1377
"2015-02-04 04:19:01";300;1;295
"2015-02-04 04:20:35";300;2;228
"2015-02-04 04:28:01";261.5;2;292
"2015-02-04 04:32:26";1377;2;293
"2015-02-04 04:33:07";292;2;289
"2015-02-04 04:35:59";292;4;281
"2015-02-04 04:37:21";292.5;5;283
"2015-02-04 04:39:06";1194.66666666667;3;259
"2015-02-04 04:39:11";1194.66666666667;4;259
"2015-02-04 04:48:38";300;0;339
"2015-02-04 04:50:44";300;1;259
"2015-02-04 04:52:17";300;2;269
"2015-02-04 04:52:20";300;3;271
"2015-02-04 04:52:35";300;4;326
"2015-02-04 04:52:37";300;5;280
"2015-02-04 04:53:04";300;7;286
"2015-02-04 04:53:05";300;8;291
"2015-02-04 05:00:30";287.166666666667;1;368
"2015-02-04 05:05:02";300;4;256
"2015-02-04 05:05:32";300;4;271
"2015-02-04 05:07:34";368;5;1729
"2015-02-04 05:11:34";298.333333333333;4;283
"2015-02-04 05:11:36";298.333333333333;5;283
"2015-02-04 05:11:55";263.5;6;525
"2015-02-04 05:12:26";263.5;7;274
"2015-02-04 05:13:25";263.5;5;316
"2015-02-04 05:13:59";263.5;7;264
"2015-02-04 05:14:21";271;8;229
"2015-02-04 05:16:40";283;7;285
"2015-02-04 05:18:27";266.6;7;237
"2015-02-04 05:19:08";274.833333333333;6;269
"2015-02-04 05:19:13";274.833333333333;8;256
"2015-02-04 05:19:15";274.833333333333;9;253
"2015-02-04 05:19:49";274.833333333333;8;302
"2015-02-04 05:20:07";274.833333333333;9;301
"2015-02-04 05:20:22";274.833333333333;10;270
"2015-02-04 05:21:46";315.5;11;335
"2015-02-04 05:23:37";305.857142857143;10;245
"2015-02-04 05:28:22";278.875;6;246
"2015-02-04 05:29:14";290.6;6;266
"2015-02-04 05:30:41";290;4;275
"2015-02-04 05:31:08";290;5;279
"2015-02-04 05:31:55";290;7;294
"2015-02-04 05:31:57";290;8;289
"2015-02-04 05:33:43";256;8;263
"2015-02-04 05:47:05";300;15;258
"2015-02-04 05:48:31";300;17;225
"2015-02-04 05:48:41";300;18;271
"2015-02-04 05:49:05";300;20;229
"2015-02-04 05:50:22";300;19;563
"2015-02-04 05:53:49";245.75;34;271
"2015-02-04 05:53:55";245.75;35;260
"2015-02-04 05:56:28";241.666666666667;38;272
"2015-02-04 05:56:33";241.666666666667;37;280
"2015-02-04 05:57:45";250;28;240
"2015-02-04 05:59:38";265.5;15;285
"2015-02-04 06:00:03";364.666666666667;15;278
"2015-02-04 06:00:44";364.666666666667;14;261
"2015-02-04 06:01:49";314.333333333333;15;286
"2015-02-04 06:01:54";314.333333333333;17;285
"2015-02-04 06:01:56";314.333333333333;18;269
"2015-02-04 06:02:06";314.333333333333;17;315
"2015-02-04 06:02:10";314.333333333333;17;250
"2015-02-04 06:02:15";314.333333333333;18;301
"2015-02-04 06:02:16";314.333333333333;19;289
"2015-02-04 06:03:24";338.75;20;293
"2015-02-04 06:03:38";338.75;21;294
"2015-02-04 06:03:40";338.75;22;282
"2015-02-04 06:04:04";338.75;21;286
"2015-02-04 06:04:04";338.75;21;287
"2015-02-04 06:04:59";271;19;274
"2015-02-04 06:05:08";269.333333333333;22;270
"2015-02-04 06:05:21";269.333333333333;23;281
"2015-02-04 06:06:03";268.8;23;283
"2015-02-04 06:06:05";268.8;23;273
