"dateAndTime";"fiveMinuteMean";"trafficVolume";"actualTravelTime"
"2015-02-26 00:01:49";296.75;3;1445
"2015-02-26 00:02:31";296.75;4;251
"2015-02-26 00:02:51";296.75;5;255
"2015-02-26 00:03:20";278;5;1695
"2015-02-26 00:11:09";253;5;310
"2015-02-26 00:18:19";1003;7;266
"2015-02-26 00:32:37";1695;3;247
"2015-02-26 00:39:43";247;4;268
"2015-02-26 00:40:42";247;5;269
"2015-02-26 00:41:49";300;5;285
"2015-02-26 00:43:19";300;7;327
"2015-02-26 00:43:54";300;10;297
"2015-02-26 00:46:12";268.5;7;615
"2015-02-26 00:59:28";615;1;313
"2015-02-26 01:04:30";300;1;295
"2015-02-26 01:10:14";295;1;263
"2015-02-26 01:11:02";295;2;250
"2015-02-26 01:17:00";256.5;3;227
"2015-02-26 01:18:49";256.5;3;520
"2015-02-26 01:44:08";300;6;259
"2015-02-26 01:44:13";300;6;257
"2015-02-26 01:45:46";300;3;265
"2015-02-26 01:54:58";265;1;294
"2015-02-26 02:02:03";294;1;320
"2015-02-26 02:27:17";300;2;275
"2015-02-26 02:27:30";300;3;294
"2015-02-26 02:29:54";300;3;356
"2015-02-26 02:33:26";284.5;2;758
"2015-02-26 02:36:18";308.333333333333;2;280
"2015-02-26 02:40:49";356;2;343
"2015-02-26 02:40:57";300;4;323
"2015-02-26 02:50:21";474.666666666667;0;567
"2015-02-26 03:08:10";300;3;285
"2015-02-26 03:08:28";300;4;298
"2015-02-26 03:09:37";300;6;333
"2015-02-26 03:10:54";300;6;332
"2015-02-26 03:16:40";312;1;311
"2015-02-26 03:18:17";321;2;249
"2015-02-26 03:21:08";332;4;247
"2015-02-26 03:28:11";247;2;289
"2015-02-26 03:28:42";247;3;287
"2015-02-26 03:32:44";300;4;279
"2015-02-26 03:33:21";289;4;271
"2015-02-26 03:38:51";275;1;260
"2015-02-26 03:55:14";300;1;441
"2015-02-26 03:55:39";300;2;309
"2015-02-26 04:03:47";375;1;281
"2015-02-26 04:05:35";375;2;297
"2015-02-26 04:09:26";281;2;244
"2015-02-26 04:11:06";289;2;299
"2015-02-26 04:14:27";270.5;3;300
"2015-02-26 04:19:05";299;3;304
"2015-02-26 04:27:25";304;1;319
"2015-02-26 04:30:59";300;2;270
"2015-02-26 04:35:27";319;4;266
"2015-02-26 04:35:33";294.5;5;264
"2015-02-26 04:37:01";294.5;6;253
"2015-02-26 04:37:45";270;6;1326
"2015-02-26 04:41:32";261;5;282
"2015-02-26 04:42:25";261;4;266
"2015-02-26 04:47:38";274;2;289
"2015-02-26 04:54:18";289;2;296
"2015-02-26 04:54:59";289;3;305
"2015-02-26 04:56:26";289;7;1257
"2015-02-26 04:56:30";289;8;285
"2015-02-26 04:57:45";300;10;263
"2015-02-26 05:02:22";495;4;273
"2015-02-26 05:03:45";495;3;311
"2015-02-26 05:08:44";273;3;260
"2015-02-26 05:10:49";292;3;271
"2015-02-26 05:11:02";292;3;812
"2015-02-26 05:11:09";292;4;310
"2015-02-26 05:11:45";292;5;268
"2015-02-26 05:12:39";311;6;254
"2015-02-26 05:12:59";311;7;284
"2015-02-26 05:18:52";440.666666666667;4;278
"2015-02-26 05:19:04";440.666666666667;6;253
"2015-02-26 05:19:09";440.666666666667;7;272
"2015-02-26 05:19:54";440.666666666667;7;254
"2015-02-26 05:21:40";598.333333333333;5;285
"2015-02-26 05:21:55";770.5;6;296
"2015-02-26 05:22:11";770.5;7;273
"2015-02-26 05:23:53";267.666666666667;7;318
"2015-02-26 05:25:10";373.8;5;274
"2015-02-26 05:25:58";373.8;6;255
"2015-02-26 05:27:46";340.375;6;331
