dateAndTime;boostedSvrPrediction
2015-03-23 00:00:59;456.842151
2015-03-23 00:01:35;476.501999
2015-03-23 00:05:17;415.344119
2015-03-23 00:15:46;415.105499
2015-03-23 00:18:20;414.878858
2015-03-23 00:22:17;414.878858
2015-03-23 00:24:58;413.809527
2015-03-23 00:29:27;435.709688
2015-03-23 00:32:13;418.701304
2015-03-23 00:32:15;419.012769
2015-03-23 00:32:47;419.671645
2015-03-23 00:32:56;412.677051
2015-03-23 00:33:04;412.926884
2015-03-23 00:33:35;413.462454
2015-03-23 00:34:38;412.926884
2015-03-23 00:34:42;413.188685
2015-03-23 00:35:27;405.999934
2015-03-23 00:58:22;414.664198
2015-03-23 01:06:55;406.625600
2015-03-23 01:10:48;415.344119
2015-03-23 01:17:25;410.741615
2015-03-23 01:17:29;410.889347
2015-03-23 01:18:56;411.599978
2015-03-23 01:18:59;411.807564
2015-03-23 01:19:06;411.807564
2015-03-23 01:19:53;412.027121
2015-03-23 01:20:01;412.258649
2015-03-23 01:20:35;417.027379
2015-03-23 01:20:45;417.349831
2015-03-23 01:40:50;414.461517
2015-03-23 02:13:56;414.461517
2015-03-23 02:18:40;414.664198
2015-03-23 03:02:35;414.461517
2015-03-23 03:05:08;414.878858
2015-03-23 03:05:10;415.105499
2015-03-23 03:07:40;415.344119
2015-03-23 03:07:51;415.344119
2015-03-23 03:11:16;412.318096
2015-03-23 03:15:54;412.852334
2015-03-23 03:21:34;412.784725
2015-03-23 03:22:52;408.976507
2015-03-23 03:30:35;411.530486
2015-03-23 03:31:39;411.959966
2015-03-23 03:34:18;414.878858
2015-03-23 03:38:01;410.689137
2015-03-23 03:43:31;409.987895
2015-03-23 03:59:26;414.878858
2015-03-23 04:03:11;414.878858
2015-03-23 04:15:03;414.461517
2015-03-23 04:15:42;414.664198
2015-03-23 04:18:28;414.878858
2015-03-23 04:18:30;415.105499
2015-03-23 04:18:49;415.344119
2015-03-23 04:19:11;415.594720
2015-03-23 04:20:26;415.857299
2015-03-23 04:24:17;420.392532
2015-03-23 04:25:32;418.359832
2015-03-23 04:28:38;419.093465
2015-03-23 04:45:44;512.330613
2015-03-23 04:54:53;414.664198
2015-03-23 04:57:30;414.664198
2015-03-23 04:59:18;410.506819
2015-03-23 04:59:53;410.669447
2015-03-23 05:00:52;410.669447
2015-03-23 05:00:57;410.844044
2015-03-23 05:01:34;411.030612
2015-03-23 05:02:48;411.828121
2015-03-23 05:03:23;412.039326
2015-03-23 05:06:49;413.324199
2015-03-23 05:06:54;413.524904
2015-03-23 05:09:44;414.596975
2015-03-23 05:09:47;414.827271
2015-03-23 05:11:52;413.384218
2015-03-23 05:12:15;413.177267
2015-03-23 05:12:58;413.700362
2015-03-23 05:13:05;413.924417
2015-03-23 05:14:39;414.179661
2015-03-23 05:15:02;415.099957
2015-03-23 05:16:04;415.099957
2015-03-23 05:16:49;417.722253
2015-03-23 05:17:53;416.205878
2015-03-23 05:20:30;413.830671
2015-03-23 05:23:32;420.750760
2015-03-23 05:24:49;424.483886
2015-03-23 05:25:52;419.802623
2015-03-23 05:26:35;423.763734
2015-03-23 05:26:59;424.543126
2015-03-23 05:27:01;424.950807
2015-03-23 05:27:04;425.370472
2015-03-23 05:27:16;425.802119
2015-03-23 05:27:18;426.245743
2015-03-23 05:27:27;427.168903
2015-03-23 05:27:35;427.648430
2015-03-23 05:27:42;428.139914
2015-03-23 05:28:00;428.643350
2015-03-23 05:28:28;428.643350
2015-03-23 05:28:35;428.643350
