"dateAndTime";"fiveMinuteMean";"trafficVolume";"actualTravelTime"
2015-03-28 00:00:29;431.2;13;288
2015-03-28 00:00:46;470.75;14;264
2015-03-28 00:03:33;624.2;7;281
2015-03-28 00:04:04;624.2;9;289
2015-03-28 00:05:46;461;6;311
2015-03-28 00:07:24;599.333333333333;7;292
2015-03-28 00:07:30;599.333333333333;8;1292
2015-03-28 00:07:32;599.333333333333;9;271
2015-03-28 00:07:49;599.333333333333;10;285
2015-03-28 00:09:10;385.6;7;273
2015-03-28 00:09:33;385.6;8;283
2015-03-28 00:09:42;385.6;9;277
2015-03-28 00:10:51;458.666666666667;15;267
2015-03-28 00:10:58;421.75;16;1415
2015-03-28 00:12:01;421.75;16;268
2015-03-28 00:12:04;391.6;17;286
2015-03-28 00:12:49;362.142857142857;19;271
2015-03-28 00:15:21;282.375;16;312
2015-03-28 00:17:14;278.875;13;261
2015-03-28 00:19:45;273;9;323
2015-03-28 00:24:19;286.5;7;294
2015-03-28 00:31:56;793;4;268
2015-03-28 00:32:47;793;4;1069
2015-03-28 00:32:58;793;5;300
2015-03-28 00:39:17;1201.25;5;339
2015-03-28 00:41:43;300;5;287
2015-03-28 00:42:21;300;6;251
2015-03-28 00:49:52;292.333333333333;3;299
2015-03-28 00:51:57;1069;6;265
2015-03-28 00:52:31;1069;9;2226
2015-03-28 00:54:48;1069;9;287
2015-03-28 01:00:24;276;4;900
2015-03-28 01:04:36;300;7;342
2015-03-28 01:04:47;300;8;271
2015-03-28 01:04:48;300;9;253
2015-03-28 01:06:32;300;10;283
2015-03-28 01:06:41;300;11;292
2015-03-28 01:06:45;300;12;297
2015-03-28 01:06:48;300;13;1846
2015-03-28 01:09:08;253;14;358
2015-03-28 01:09:15;253;14;304
2015-03-28 01:09:54;262;11;263
2015-03-28 01:10:35;288.666666666667;12;1927
2015-03-28 01:10:46;288.666666666667;13;342
2015-03-28 01:12:15;289.666666666667;12;295
2015-03-28 01:12:57;289.666666666667;13;285
2015-03-28 01:18:52;392.428571428571;5;367
2015-03-28 01:18:55;392.428571428571;6;301
2015-03-28 01:19:25;436;7;277
2015-03-28 01:20:06;436;7;299
2015-03-28 01:21:20;307.333333333333;7;260
2015-03-28 01:23:20;300;7;288
2015-03-28 01:24:05;289;6;267
2015-03-28 01:31:56;927;4;542
2015-03-28 01:35:07;300;3;292
2015-03-28 01:35:10;300;4;281
2015-03-28 01:37:05;300;3;352
2015-03-28 01:37:12;300;4;359
2015-03-28 01:57:44;300;3;258
2015-03-28 01:57:58;300;4;264
2015-03-28 01:58:25;300;5;300
2015-03-28 02:11:39;300;4;633
2015-03-28 02:18:08;300;3;289
2015-03-28 02:22:38;633;2;266
2015-03-28 02:27:23;277.5;2;1554
2015-03-28 02:27:50;277.5;3;254
2015-03-28 02:36:27;254;2;268
2015-03-28 02:38:31;300;2;297
2015-03-28 02:41:20;268;3;274
2015-03-28 02:44:58;282.5;1;1194
2015-03-28 02:46:03;285.5;3;290
2015-03-28 02:52:58;290;1;249
2015-03-28 02:53:00;290;2;246
2015-03-28 03:08:16;1194;2;2445
2015-03-28 03:08:39;1194;3;270
2015-03-28 03:22:19;300;2;236
2015-03-28 03:31:16;300;2;219
2015-03-28 03:34:46;300;1;377
2015-03-28 03:37:40;219;1;274
2015-03-28 03:42:30;325.5;2;263
2015-03-28 03:46:38;274;3;281
2015-03-28 03:50:23;1354;3;226
2015-03-28 04:05:19;300;1;2289
2015-03-28 04:06:48;300;2;442
2015-03-28 04:06:50;300;3;212
2015-03-28 04:07:54;300;4;290
2015-03-28 04:21:30;300;3;264
2015-03-28 04:21:46;300;4;307
2015-03-28 04:31:38;307;2;286
2015-03-28 04:34:57;300;4;255
2015-03-28 04:37:24;286;5;237
2015-03-28 04:38:43;286;5;313
2015-03-28 04:42:36;246;3;327
2015-03-28 04:42:41;246;4;309
2015-03-28 04:44:15;946.333333333333;3;280
2015-03-28 04:44:39;946.333333333333;4;250
2015-03-28 04:44:55;946.333333333333;5;1715
2015-03-28 04:48:41;316.333333333333;5;295
2015-03-28 04:48:51;299.75;6;283
2015-03-28 04:51:56;291.5;4;293
2015-03-28 04:52:22;291.5;5;264
2015-03-28 04:54:37;289;3;258
2015-03-28 04:58:09;283.75;2;272
2015-03-28 05:00:13;271.666666666667;2;275
2015-03-28 05:10:02;300;1;254
2015-03-28 05:11:57;300;2;632
2015-03-28 05:23:00;632;2;272
2015-03-28 05:28:07;272;2;301
2015-03-28 05:28:09;272;3;1217
2015-03-28 05:28:49;272;4;280
2015-03-28 05:29:09;272;5;295
2015-03-28 05:32:42;300;5;243
2015-03-28 05:33:01;300;6;2844
2015-03-28 05:36:21;292;5;526
2015-03-28 05:37:59;279.75;7;285
2015-03-28 05:41:16;243;5;275
2015-03-28 05:41:37;243;4;322
2015-03-28 05:43:20;285;2;308
2015-03-28 05:45:25;405.5;3;274
2015-03-28 05:47:10;352;4;274
2015-03-28 05:49:21;529.6;5;282
2015-03-28 05:53:49;274;4;290
2015-03-28 05:58:10;282;3;276
2015-03-28 06:04:15;276;2;242
2015-03-28 06:09:24;242;3;470
2015-03-28 06:11:27;242;4;342
2015-03-28 06:12:26;242;5;269
2015-03-28 06:12:38;242;6;262
2015-03-28 06:12:40;242;7;263
2015-03-28 06:12:49;242;8;255
2015-03-28 06:14:35;300;6;276
2015-03-28 06:17:18;310.166666666667;6;289
2015-03-28 06:18:00;310.166666666667;3;257
2015-03-28 06:19:09;310.166666666667;5;270
2015-03-28 06:19:10;310.166666666667;6;283
2015-03-28 06:23:57;703.166666666667;4;281
2015-03-28 06:27:39;276.5;2;243
2015-03-28 06:33:16;262;4;287
2015-03-28 06:37:29;300;9;266
2015-03-28 06:39:20;287;8;267
