actualTravelTime;fiveMinuteMean;trafficVolume
354;436.6326531;66
2196;606.5526316;66
355;459.9183673;65
360;458.16;65
346;463.0851064;65
3061;417.4516129;66
870;412.5;75
350;465.2608696;68
338;468.122449;67
371;463.0851064;65
844;476.0454545;74
371;465.2608696;68
393;463.0851064;65
359;466.52;66
362;466.52;66
356;489.3095238;68
367;485.5348837;67
380;481.5;65
1606;541.5813953;57
371;483.4047619;68
382;483.4047619;68
385;488.5813953;68
366;492.15;67
360;454.2820513;65
362;454.2820513;66
361;454.2820513;67
327;402.3333333;70
346;400.2857143;70
345;400.9047619;70
313;410.1842105;72
329;402.5952381;71
313;415.0555556;73
2575;577.8;67
2093;511.6;68
319;389.0555556;73
340;404.2285714;75
334;402.75;74
347;405.8823529;73
336;414.7027027;76
331;411.5128205;74
344;401.2432432;74
324;456.125;73
356;456.125;72
328;459.2941176;76
348;451.1842105;75
351;458.2051282;74
375;534.6285714;75
377;543.9444444;74
356;537.875;70
1768;506.3125;56
362;529.775;69
384;537.875;70
345;552.4285714;69
386;526.1219512;72
369;522.6428571;71
782;479.3555556;66
366;588.2285714;68
351;579.4594595;69
359;591.9142857;68
352;572.8157895;69
375;591.9142857;67
365;643.3589744;55
370;651.1578947;58
384;643.3589744;56
376;651.1578947;58
365;671.5294118;57
691;402.75;75
353;601.5833333;55
579;529.775;70
332;499.4285714;50
346;515.9677419;48
342;515.9677419;48
350;515.9677419;47
1188;514.0666667;69
351;515.9677419;49
346;526.6206897;48
360;515.9677419;48
346;521.4666667;50
346;521.4666667;50
345;521.4666667;50
349;526.3666667;51
363;516.1290323;51
344;521.0645161;51
359;521.3548387;51
344;521.1290323;51
360;525.6666667;51
537;601.5833333;56
334;563.6;51
326;592.9166667;52
333;592.9166667;54
365;539.0714286;50
317;422.6923077;58
326;489.6538462;56
319;426.84;59
327;489.6538462;57
337;583.84;56
320;424.8461538;61
310;424.8461538;57
299;435.8695652;56
324;424.8461538;55
488;521.4666667;50
305;445.6190476;60
329;457.3684211;62
381;424.8461538;57
336;448.8095238;64
334;448.8095238;65
351;458.35;66
320;463.4166667;66
334;469.1304348;69
335;463.4166667;67
339;463.4166667;69
359;469.1304348;68
315;436.3333333;64
329;470.9090909;62
326;409.1428571;63
426;448.8095238;64
310;431.32;65
298;422.1428571;65
316;431.32;65
306;425;66
318;422.1428571;65
745;509;48
517;450.7;60
359;425;68
359;421.4642857;69
357;403.3448276;69
375;415.9666667;69
385;403.3448276;69
404;404.6785714;70
403;407.6;71
397;407.7931034;69
413;405.9333333;71
406;406.3448276;69
410;405.3;69
392;391.5277778;70
412;404.9666667;70
402;391.5277778;71
399;391.5277778;71
404;391.5277778;72
400;391.5277778;74
384;387.9;74
391;385.3333333;75
951;499.4285714;49
399;387.9;75
388;386.4;77
366;371.7777778;75
413;386.4;76
343;371.2702703;71
403;387.8055556;74
389;371.2702703;72
1498;419.5526316;72
405;369.6052632;74
382;346.8857143;69
393;369.9459459;71
409;369.6052632;75
657;425;69
363;341.4324324;68
409;346.8857143;70
1555;419.5526316;73
405;343.25;67
414;344.2051282;68
416;344.2051282;68
409;341.4324324;67
402;352.2702703;67
439;344.2051282;69
409;352.2702703;68
661;402.1290323;70
431;342.5405405;68
2674;424.7;63
418;352.2702703;66
417;352.2702703;66
419;352;65
440;352.2702703;66
420;352.9428571;66
410;353.6857143;66
431;356.5135135;65
404;354.4545455;64
400;357.5;66
391;360;63
418;356.516129;65
415;360;62
417;360;63
410;366.1428571;63
413;366.1428571;62
387;366.6428571;59
519;352.2702703;66
409;367.6896552;62
399;372.7333333;62
409;371.4482759;61
340;401.972973;62
387;536.2380952;70
419;540.275;71
408;540.925;71
415;539.6585366;67
408;534.4358974;72
406;531.375;71
399;539.9230769;75
416;536.65;72
419;536.65;73
428;536.65;73
415;531.8536585;74
419;536.65;72
407;531.8536585;72
397;510.7435897;73
420;510.7435897;73
405;523.7142857;71
405;519.7941176;72
429;513.5263158;72
411;524.5454545;73
404;495.0322581;74
424;519.7941176;73
627;540.775;71
414;495.0322581;76
414;495.0322581;76
410;495.0322581;78
414;514.44;77
439;503.9642857;78
442;413.6190476;76
434;413.2105263;78
465;516.3636364;74
440;412.8888889;77
465;413.2105263;77
478;411.8;82
473;411.8;81
462;410.8571429;82
475;410.5;81
1279;352.2702703;66
484;410.8571429;82
478;389.25;81
487;415.2;82
412;407.25;79
451;388.5;81
482;383.75;80
482;390.8;81
479;388.5;81
587;409.7692308;79
479;404.6666667;79
466;407.25;79
459;407.25;79
526;389.25;79
437;407.1666667;74
475;407.4;79
628;410.75;82
455;411.5833333;73
599;392.6;81
476;411.5833333;72
597;388.5;80
603;388.5;80
480;411.2307692;76
573;407.4;78
601;407.25;78
484;410.2142857;78
506;410.2142857;77
504;410.2142857;77
604;407.25;77
487;410.8666667;78
655;388.5;82
472;410.1764706;76
449;420.24;75
473;411.2105263;73
613;407.1666667;75
616;406;73
620;406;75
390;425.9285714;73
617;406;73
447;420.7037037;75
459;420.7037037;73
452;422;74
465;420.7037037;74
491;420;71
502;423.8846154;71
486;427.7142857;76
474;428.4444444;76
477;428.4444444;76
369;478.7931034;68
542;423.48;70
454;434.8571429;71
1232;544.575;71
405;484.0714286;68
456;479.7083333;69
401;487.6129032;68
454;479.64;69
468;476.4;68
404;491.3225806;68
388;499.0384615;67
380;498.1481481;67
443;489.7142857;66
456;489.3448276;67
443;492;69
434;499.0384615;66
431;498.1481481;66
447;495.7407407;68
429;501.3846154;67
424;508.6538462;66
431;506.0740741;67
367;529.8611111;62
461;508.6538462;64
453;509.9642857;66
465;514.137931;66
461;518.6333333;65
450;529.7586207;62
459;529.7586207;62
455;529.1212121;63
448;529.8611111;65
457;529.8611111;63
441;526.2368421;65
446;526.2368421;66
445;526.2368421;67
813;425.4074074;72
448;516.2307692;71
496;512.804878;71
475;519.0810811;69
475;521.2857143;71
415;519.5882353;72
2609;469.4285714;66
479;525.1290323;70
555;520.1111111;70
2767;566.8888889;55
544;519.3529412;71
524;524.2666667;71
543;522.28125;71
500;518.9090909;71
518;519.5882353;72
506;534.9714286;73
496;533.5428571;76
496;533.5428571;77
488;529.4571429;75
1636;519.7941176;73
524;523.9459459;76
434;481.9705882;64
534;513.6111111;76
558;513.6111111;76
534;504.4285714;76
562;506.4864865;79
488;468.8;62
565;498.2352941;74
601;485.375;65
603;481.9705882;65
593;477.9090909;65
591;469.6071429;59
594;468.8148148;59
559;467.9;62
553;467.0625;64
543;466.6969697;65
586;468.25;62
580;468.137931;62
470;451.0740741;58
565;466.6969697;66
586;464.1428571;66
1472;420.24;74
569;448.84375;62
1656;406;76
898;534.9714286;74
1557;420.24;75
595;451.7586207;58
580;458.625;56
558;462.9583333;61
567;462.9583333;60
356;753.2727273;63
542;572.2857143;64
566;464.2727273;64
551;572.2857143;65
547;582.55;67
767;464.8235294;65
2034;412.3636364;82
520;747.7391304;61
519;776.5238095;62
481;743.7391304;66
531;758.4761905;64
475;736.1666667;65
409;751.0869565;64
399;671.9565217;66
2587;423.9655172;69
429;766.3636364;65
464;739.5833333;65
355;589.25;67
402;676.9130435;68
417;676.9130435;67
417;676.9130435;68
367;589.25;69
301;606.85;71
326;598.6190476;72
313;605.047619;72
333;598.6190476;71
305;658.4761905;75
295;723.3809524;74
299;718.3636364;77
755;673.75;65
303;729;77
2264;410.8571429;82
326;696.32;77
309;700.7083333;75
324;760.7083333;76
304;748.4166667;76
317;639.6774194;64
326;630.09375;65
1997;473.32;70
364;562.3225806;58
365;567.8275862;57
363;567.8928571;57
317;626.9230769;51
293;561.2307692;47
3022;481.7567568;68
330;547.5652174;40
346;457.5238095;39
1573;468.137931;62
1955;528.4615385;69
353;458.95;40
345;458.6842105;41
328;482.6428571;45
307;548.4;48
337;496.6153846;45
320;548.4;49
1134;766.3636364;65
340;552.7;48
307;770.875;51
345;559.125;50
350;559.125;51
366;580.8888889;49
351;770.875;50
337;770.875;54
355;770.875;52
2428;430.52;73
381;482.9090909;55
387;482.9090909;56
406;467.0833333;58
366;818.2222222;66
386;766.8;65
384;766.8;66
373;818.2222222;66
349;769.4;69
349;730.9090909;67
649;548.4;47
310;759.7058824;66
325;759.7058824;65
378;708.9411765;62
394;652.2;58
387;624.8636364;61
373;612.3478261;66
663;482.9090909;54
384;612.3478261;67
398;612.3478261;68
412;701.6956522;68
404;739.4761905;66
427;739.4761905;65
416;625.35;60
2603;529.7894737;70
416;625.35;53
462;625.35;59
414;616.4285714;55
401;498;52
404;490.9047619;55
1996;673.56;60
418;508.6842105;58
389;475.95;59
394;475.95;60
393;475.95;62
347;533.6428571;57
321;387.9230769;57
423;475.2;63
425;491.7777778;63
409;519;57
410;519;58
362;387.9230769;58
376;403.3888889;65
433;387.3125;61
420;402.4444444;64
402;404.7368421;61
417;404.7368421;61
415;406.9411765;63
414;412.5;66
400;418.0714286;64
429;409.8666667;65
388;568.2;64
399;568.2;65
335;549.1764706;67
334;549.1764706;69
369;629.5555556;67
349;619;65
360;619;65
317;595.2857143;63
357;595.2857143;62
1447;552.7;49
355;593.15;60
1368;725.6666667;51
365;593.15;61
367;584.3809524;61
1278;818.2222222;70
391;594.5238095;61
374;574.8181818;61
363;591.5;63
380;591.5;64
365;591.5;63
374;591.5;63
367;591.5;65
370;591.5;64
406;574.8181818;62
390;591.5;64
389;600.1578947;65
393;598.0526316;62
1384;769.4;71
353;484.6111111;55
354;481.0526316;56
351;478.4;55
317;392.952381;53
595;592.1428571;61
403;477.75;56
783;568.2;63
342;392.95;57
329;391.9047619;55
386;392.95;53
369;386.9;57
360;384.1111111;53
319;499.4;50
364;440.0526316;52
335;504.5416667;52
345;504.5416667;52
1489;652.2;58
353;499.32;53
343;474.7666667;57
387;499.32;54
386;499.32;55
374;489.9230769;57
357;474.7666667;58
343;482.9615385;58
332;509.0357143;56
347;516.1481481;56
325;520.5769231;56
328;520.5769231;55
372;527.9310345;60
358;528.9310345;58
346;501.3703704;60
361;528.9310345;60
409;542.1851852;57
331;440.7391304;61
334;437.375;61
321;432.24;59
340;437.375;61
332;432.24;59
316;443.05;64
320;445.8421053;66
403;440.7391304;59
357;436.2173913;61
340;491.0952381;66
354;491.0952381;66
356;496.2;66
325;438.0454545;67
622;514.8148148;60
338;438.2272727;68
379;501.6315789;66
1495;403.5294118;62
373;440.3684211;71
370;442.4444444;72
379;448.1;70
369;432.15;72
427;441.8571429;70
367;414.2222222;73
389;414.2222222;72
408;414.2222222;71
382;416.8823529;70
393;416.8823529;69
357;415.2631579;71
366;411.05;71
378;411.05;70
375;411.05;70
597;442.2380952;67
382;406.4761905;69
364;348.2727273;69
365;348.2727273;70
344;350.9166667;70
337;346.6363636;69
357;357.7826087;68
358;357.7826087;69
368;356.9583333;71
388;357.7826087;71
356;406.75;67
349;414.0454545;69
373;414.0454545;71
614;414.2777778;69
366;414.0454545;71
402;414.0454545;72
2001;388.3571429;59
389;411.88;69
409;408.4074074;70
419;417.6521739;66
403;429.4761905;67
403;429.4761905;69
428;429.4761905;67
428;429.4761905;68
420;438.1904762;68
431;433.7272727;66
465;437.2857143;66
409;438.9047619;69
472;451;68
472;436.2272727;67
492;451;68
472;436.2272727;68
495;447.0454545;68
414;383.5;67
466;383.5;67
499;438.9047619;68
479;383.5;67
515;386.1;69
1144;448.1;71
466;382.1363636;66
462;380;66
488;380;66
448;390.3913043;63
448;389.5909091;64
516;380;66
443;466.5238095;57
343;489.5;56
469;472;58
437;479.9473684;58
417;493.0625;57
1007;414.0454545;68
385;506;55
980;414.0454545;71
476;493.0625;57
393;518.75;57
413;530.0666667;58
2837;495.75;52
455;511.9375;57
456;530.0666667;61
494;522.5;61
484;523;62
500;523.4444444;62
502;523.4444444;64
474;451.6842105;63
494;448.1666667;63
601;522.5;61
507;486.3;66
509;485.3333333;66
1512;406.7142857;69
490;493.5714286;66
484;497.85;69
2128;475.862069;59
496;498.7142857;67
503;496.1818182;68
1568;349.6190476;70
643;448.1666667;63
526;496.1818182;67
529;496.1818182;67
537;496.1818182;66
508;493.1363636;64
509;493.1363636;65
547;489.5217391;67
521;493.1363636;65
537;489.826087;67
524;512.0434783;65
500;538.1904762;64
468;534.6666667;65
526;539.0952381;64
452;634.2777778;59
460;625.4210526;59
362;669.7333333;61
1575;414.0454545;71
454;633.9444444;57
435;654.6875;60
2196;528.9310345;58
444;657.5625;58
441;657.5625;59
442;647.3529412;57
461;654.6875;59
440;655.5625;58
455;647.3529412;57
462;655.5625;60
430;693.0714286;59
468;655.5625;60
1913;416.8823529;69
466;693.0714286;58
475;699.9285714;58
428;659.9230769;59
416;651.3571429;60
410;671.2307692;60
385;719.9333333;62
439;662.3076923;59
375;688.2142857;62
361;728.7647059;64
392;675.4;63
373;717.7647059;64
334;681.7272727;60
367;699.05;63
400;675.4;63
324;685.8181818;58
386;707.5789474;62
1186;532.0625;63
371;658.3461538;53
356;673.625;56
364;665.64;56
355;645.962963;57
872;536.45;65
381;679.1428571;57
380;671.7857143;59
387;661.28125;55
382;666.8064516;55
365;690;55
373;652.9393939;54
373;690;55
369;646.4242424;56
339;604.0322581;53
367;607.2333333;54
353;592.2580645;56
356;597.8064516;56
350;592.2580645;58
304;552.1515152;64
323;549;62
423;581;60
383;564.9;59
406;555.28125;59
352;483.9310345;61
350;483.9310345;61
330;499.5925926;59
746;659.3461538;55
353;488.1153846;60
760;659.3461538;54
343;441.5;57
432;553.1034483;56
741;671.7857143;59
352;441.5;57
329;440.4347826;61
354;440.4347826;64
355;434.6086957;64
361;434.6086957;63
356;430.7826087;65
382;428.375;64
322;444.8823529;59
292;424.0952381;57
372;429.5909091;61
303;424.0952381;58
392;429.5909091;63
347;437.6315789;58
327;424.0952381;60
355;424.0952381;62
382;424.0952381;63
376;391.7777778;61
405;386.7894737;61
361;366.6470588;57
359;365;57
1770;497.85;67
358;380.1904762;58
350;397.952381;53
372;397.4545455;55
368;397.4545455;55
352;397.952381;54
929;567.6176471;60
366;407.4583333;50
369;407.4583333;51
402;414.6190476;49
349;411.6818182;51
355;411.6818182;50
362;411.6818182;49
390;408.5652174;52
610;364.0625;56
397;405.44;54
382;405.44;53
385;405.44;54
378;405.44;56
373;401.6;54
324;373.65;51
330;392.85;51
380;399.8076923;56
301;375.1428571;51
803;424.0952381;59
335;426.45;49
315;423.6666667;55
348;426.45;51
349;426.45;52
318;421;56
2181;491.6;69
379;426.45;54
339;427.25;56
1880;655.5625;59
333;461.5789474;54
313;504.5714286;55
356;475;52
330;470.5263158;53
379;487.4375;52
1044;435.7368421;58
340;479.25;53
317;471.3181818;52
332;467.173913;52
336;471.3181818;52
352;448.9230769;56
303;420.7142857;50
314;420.7142857;49
1258;429.5909091;62
326;462.5833333;51
325;462.5833333;51
356;417.4090909;51
324;462.5833333;50
321;506.1851852;52
323;506.1851852;53
353;459.24;52
925;405.44;57
346;514.4;53
364;504.1111111;54
358;521.0416667;53
334;527.9565217;56
363;527.9565217;53
348;527.9565217;57
1067;417.65;50
1170;410.125;53
333;557.6190476;63
352;508.6666667;59
352;557.6190476;62
312;566.35;65
357;535.9130435;62
316;566.35;64
347;578.4736842;62
326;566.35;65
363;566.35;67
378;568.1111111;68
411;553.8947368;66
1276;411.6818182;51
404;615.8888889;67
406;523.8235294;66
400;509.8333333;65
1719;428.375;64
398;437;64
369;420.4736842;63
380;420.4736842;64
348;405.3636364;64
374;405.3636364;64
313;472.4782609;64
377;434.1304348;64
318;472.4782609;64
352;471.7826087;64
339;472.4782609;64
317;472.4782609;64
1877;440.4347826;60
346;472.4782609;64
338;455.6538462;64
341;455.6538462;65
338;450.8518519;66
405;450.8518519;66
750;510.7777778;66
480;435.2173913;64
485;438.8181818;64
471;445.3636364;65
450;470.3333333;66
454;470.3333333;67
478;495.1428571;64
404;518.45;62
525;444.2857143;62
431;518.45;63
429;484.1578947;62
450;518.45;63
409;500.5882353;60
426;495.1111111;61
437;545.952381;59
396;526.9130435;57
1160;566.35;64
618;544.5714286;61
396;498.047619;57
895;471.7826087;63
464;502.75;58
448;513.8333333;60
1164;430.2352941;66
417;484.6428571;54
410;484.3333333;56
409;484.3333333;57
429;491.7333333;55
471;504.5;56
468;540.5833333;56
460;451.2;58
445;480.1666667;57
449;480.1666667;57
444;467.1875;58
466;471.9333333;56
442;500.1764706;62
421;515.4736842;63
453;514.0555556;63
427;519.3529412;62
370;535.3076923;63
1044;493.5555556;60
431;522.375;62
2121;463.35;53
424;587.6923077;71
422;587.6923077;72
564;519.3529412;61
455;579.5714286;71
467;579.5714286;70
485;581.7857143;70
495;573.6666667;70
651;541.2307692;61
464;523.2142857;66
426;502.8333333;70
471;523.2142857;67
488;502.8333333;69
454;506.3636364;69
2288;401.0909091;54
476;502.8333333;68
449;449.8181818;60
472;449.8181818;60
1893;408.0952381;62
591;502.8333333;67
2192;554.7894737;66
356;615.3333333;56
379;607.3125;57
374;484.3333333;60
390;620.4166667;58
391;620.4166667;59
392;484.3333333;60
389;484.3333333;61
358;602;65
379;484.3333333;62
393;611;64
380;602;66
389;602;68
396;602;67
386;602;67
384;602;66
424;602;65
1098;587.9230769;70
408;602;66
386;620.6923077;63
389;695.6;65
401;620.6923077;64
383;689.0625;66
423;620.6923077;64
412;695.6;66
402;770.1818182;68
402;770.1818182;70
401;1033.666667;66
1368;590.7692308;69
420;1033.666667;69
643;616.6428571;65
435;992.1666667;63
454;904.5714286;63
660;689.0625;67
461;838.25;63
462;710.8181818;63
797;602;67
496;788.4444444;62
438;535.6923077;57
452;495.5;56
510;512.2;57
538;518.8421053;57
529;512.2;57
518;512.2;59
458;421.9130435;50
396;482.25;40
419;482.25;40
413;530.6666667;44
408;538.2857143;46
1542;449.8181818;61
405;531.4;46
398;502.5384615;49
407;497.3076923;47
467;492.8888889;44
421;506.5833333;48
424;502.5384615;49
388;540.0833333;52
393;564.6;53
436;540.0833333;49
2136;467.1875;61
2278;472.9285714;58
488;569.3076923;58
494;559.9285714;59
501;552.7333333;60
940;512.2;57
458;590.5;66
480;590.5;65
539;559.9285714;59
531;552.7333333;62
451;529.8;64
523;575.9230769;63
494;528;66
448;514.8571429;64
501;528;66
485;528.8333333;67
361;467.1;48
447;521;61
382;537.3846154;47
2469;474.4285714;55
318;501.8888889;46
367;508.2941176;45
297;584;40
321;580.3;41
362;498.4210526;45
2694;440.4;57
332;683.7222222;42
330;693.4705882;42
339;693.4705882;43
359;693.4705882;43
359;708.1875;43
338;695.2352941;42
371;708.1875;43
343;684.0555556;44
318;689.8888889;48
352;695.2352941;42
334;689.8888889;47
330;705.8235294;50
290;645.6190476;53
284;698.8823529;55
293;686;55
917;559.9285714;59
299;666.2;57
298;666.2;58
321;669.2;61
329;666.25;60
316;683.7368421;61
327;683.7368421;65
333;679.4;68
341;664.5238095;69
345;679.4;68
284;639.625;65
324;558.8636364;69
300;621;67
313;621;65
309;614.8;67
337;621;69
324;604.9615385;67
313;548.6551724;69
534;682.3157895;60
312;547.8461538;69
314;547.8461538;70
314;531.1481481;69
328;527.8333333;69
329;531.8928571;70
382;531.1481481;69
338;518;67
351;526.7692308;65
645;683.7368421;64
372;437.7777778;62
388;442.0384615;62
373;437.7777778;63
409;437.4444444;62
392;437.7777778;63
373;446.24;65
405;437.7777778;62
2138;704.6666667;68
619;626.2916667;67
387;349;71
434;450.25;66
359;344.36;72
349;343.5384615;72
804;680.8947368;66
398;347.8461538;71
390;345.4444444;69
328;350.7391304;72
373;343.4782609;71
358;343.5238095;71
345;352.4090909;71
340;350.7391304;71
340;350.7391304;72
325;354.7272727;74
869;683.7368421;64
328;330.8095238;70
301;335.4736842;72
433;351.4090909;70
308;336.25;73
319;350.952381;72
318;350.952381;72
307;350.952381;72
790;545.6333333;68
341;336.25;73
327;350.952381;73
305;351.85;72
313;356.8823529;72
307;358.9375;73
327;473.952381;61
339;467.7272727;61
321;481.45;60
326;481.45;59
290;498.7222222;60
1191;669.4;57
319;494.8636364;57
309;498.3181818;57
407;481.45;60
337;480.88;58
335;470.6296296;59
315;485.1428571;63
375;490.3043478;57
298;494.7692308;65
306;494.7692308;65
297;481.8928571;62
310;488.5925926;62
278;455.5714286;52
348;486.7407407;60
301;453.8823529;56
317;451.5714286;53
336;455.2424242;57
368;453.8823529;53
351;455.2424242;57
291;392.2413793;61
305;392.2413793;60
320;387.8064516;61
318;387.8064516;62
332;398.8518519;59
292;387.5454545;54
579;494.7692308;61
322;404.9130435;55
1157;446.72;65
947;330.8095238;69
305;376.2962963;48
350;380.52;53
296;374.1923077;50
318;374.1923077;50
305;361.5;50
342;374.1923077;51
320;364.1904762;52
319;369.8947368;49
325;369.8947368;49
323;364.0952381;48
326;364.0952381;49
322;362.5416667;54
344;362.8181818;51
345;362.5416667;55
2443;555.2727273;54
1705;664.5238095;69
357;363.8636364;54
418;362.8181818;52
324;332.2;50
333;332.2;51
337;329.9473684;51
337;335.5;58
318;405.5;56
307;398.7272727;57
368;405.65;58
290;403.4761905;58
2478;528;66
891;389.8666667;61
291;405.9;55
306;410.3157895;53
1837;551.5555556;69
313;405.9;55
323;411.7894737;58
334;505.3333333;61
371;505.3333333;62
306;566.2380952;58
313;566.2380952;58
317;566.2380952;56
290;518.0526316;58
566;403.4761905;57
323;542.3529412;57
524;405.9;54
321;540.1764706;59
325;540.1764706;60
332;631.5789474;60
331;648.6111111;60
351;517.9473684;59
330;648.6111111;59
359;667.7647059;61
349;677.3333333;62
333;736.7368421;63
302;591.9375;63
334;659.4117647;63
336;659.4117647;64
314;591.9375;65
883;333.2352941;57
356;591.9375;67
369;586.6875;63
370;604.2;64
869;398.7272727;57
336;570.5882353;63
329;567.8235294;63
362;570.5882353;61
348;568;61
362;568;62
359;611.4375;60
388;567.8235294;62
350;467.7058824;57
1435;386.6190476;54
371;487;58
982;403.4761905;58
363;467.7058824;57
315;433.7222222;55
1488;397.6153846;56
795;515.8947368;58
365;420.2;53
339;355.8125;52
333;354.1666667;52
330;349.8571429;50
348;349.8571429;51
1345;364.2727273;49
586;567.8235294;63
294;390.047619;42
316;396.1363636;40
303;449.6666667;41
1684;364.1904762;52
335;515.3076923;46
1483;332.2;51
300;542.0434783;47
325;518;50
326;518;48
2444;335.05;71
2766;437.7777778;64
332;561.1666667;57
1142;667.7647059;62
341;560.0869565;55
310;589.5789474;57
338;589.5789474;58
1097;591.9375;66
332;562.4761905;61
324;562.4761905;61
308;584.3157895;64
344;562.4761905;61
339;573.2;61
348;562.4761905;61
1582;396.1304348;55
369;625.3125;66
367;571.3333333;65
357;550.5384615;65
321;466;62
319;564.8181818;62
332;466;62
313;665.8181818;62
308;699.4;65
307;699.4;67
322;699.4;64
319;699.4;67
324;699.4;67
315;811.75;71
295;781;68
302;885.0714286;69
2903;354.7272727;74
319;885.0714286;70
608;562.4761905;61
347;930.0769231;72
346;930.0769231;73
328;901.7333333;70
296;760.9;67
294;800;68
311;755.8;68
316;800;67
327;738.9047619;67
322;654.9130435;65
301;604.1851852;57
902;517.6521739;50
326;627.36;56
325;604.1851852;56
311;533.1153846;59
309;533.1153846;59
332;533.1153846;59
327;516.8214286;60
2731;455.5714286;52
326;516.8214286;59
323;437.4230769;60
334;433.5185185;61
324;511.4;57
295;514.3846154;55
278;497.7083333;53
309;504;54
307;504;55
303;513.7727273;55
326;513.7727273;56
322;513.7727273;57
3015;480.88;58
294;467;49
317;508.6666667;55
317;519.5294118;55
315;519.5294118;55
1793;567.8235294;62
308;499.1052632;53
315;586.6818182;51
314;575.2173913;52
326;575.2173913;52
325;463.5217391;51
353;483.4285714;50
303;432.5769231;53
310;437.6;52
327;470.0909091;53
289;444.6086957;53
521;467.7368421;51
284;435.24;54
319;438.7083333;51
319;562.6956522;53
308;628.3809524;47
311;628.3809524;48
311;643.2;50
317;557.6470588;54
299;549.0555556;52
337;588.2;51
317;548.2777778;50
313;407.2222222;44
1315;901.7333333;70
333;407.2222222;45
306;414;45
304;329.5;43
805;432.5769231;54
322;329.5;43
290;327.1875;40
278;328.6363636;36
287;332.6;35
274;315.3333333;38
294;314.875;39
284;314.875;39
306;414.7;38
322;414.7;39
313;407.2727273;41
927;570.85;49
323;406.0909091;44
367;416.1;44
293;428.6666667;43
270;343.3636364;41
313;339.3333333;44
332;340.9090909;43
353;340.9090909;41
310;337.3076923;45
297;369.7;51
312;392;50
307;381;48
3049;433.7222222;55
285;390.125;45
2101;800;67
285;402.1428571;46
270;415.5;43
276;415.5;44
715;428.6666667;43
291;320.125;42
321;320.125;41
315;319.7142857;41
301;311.8333333;42
316;311.8333333;40
307;311.8333333;41
305;311.8333333;42
1740;544.08;56
306;653.0769231;42
334;681.4166667;39
342;713.3333333;40
332;789.7;41
2745;781;68
354;744.3636364;43
328;609.25;38
322;591.3529412;35
337;591.3529412;36
303;676.2352941;37
317;676.2352941;35
327;676.2352941;36
1336;449.1818182;44
1238;415.7692308;43
1041;361.3636364;52
856;320.125;40
297;491.7;33
305;447.1818182;30
313;458.7;28
443;453.5;35
335;810.125;29
274;528.9166667;26
1066;320.125;42
881;765.9;45
294;528.9166667;27
700;609.75;34
321;637.2142857;27
301;723.7857143;27
332;698.3333333;27
352;698.3333333;26
313;694.6;28
294;571.9230769;28
267;571.9230769;27
1236;309.7142857;43
314;698.75;26
274;567.0833333;25
321;524;27
569;675.5625;25
309;493.2;34
287;512.7777778;35
296;512.7777778;34
297;440.7692308;38
299;440.7692308;40
324;440.7692308;38
302;510.0769231;45
320;449.5833333;43
387;427.6363636;45
286;416.4545455;32
268;402.6666667;32
297;405.6666667;33
275;402.6666667;33
328;416.7;34
322;417;32
283;326.5454545;22
272;332.4;29
1089;548.1428571;30
337;332.4;28
2065;311.8333333;42
303;305.5;30
327;305.5;28
323;305.5;28
295;310.9;35
308;305.75;38
345;306.8;37
294;302;43
334;305.75;37
293;302;41
308;380.7;39
304;380.7;41
294;375.7;43
307;375.7;44
314;624.875;38
328;564.9;37
348;588.2222222;36
340;588.2222222;36
309;626.375;38
346;588.2222222;38
294;568.6;34
844;306.4444444;33
304;435.7142857;28
365;458.25;29
357;311.7272727;26
317;316.6923077;26
383;310.1;25
304;318.4;29
293;325.5714286;32
286;390.375;33
288;379.2;33
302;379.2;30
296;379.2;32
286;386.4444444;38
305;379.2;37
304;386.4444444;38
593;311.7272727;27
296;393.75;36
1463;326;24
757;445.6153846;30
286;451.75;37
330;393.75;36
275;428.3333333;41
284;428.3333333;40
287;410.5714286;37
1065;526.0833333;33
315;314;36
288;311.2;33
315;329.2857143;30
320;416.5;25
346;416.5;24
344;416.5;26
399;423.25;25
371;416.5;25
344;408.7058824;29
339;407.7058824;30
333;423.4666667;30
294;502.3846154;34
294;475.6;38
2313;457.3333333;44
294;513.2727273;38
292;391.25;37
368;502.3846154;33
280;425.6666667;39
289;425.6666667;39
301;425.6666667;40
292;425.6666667;40
302;419.4285714;37
320;419.4285714;34
320;419.4285714;34
304;441.5;39
1178;390.375;33
317;404.1818182;33
297;485.0769231;31
297;485.0769231;32
328;485.0769231;32
766;407.7058824;29
315;475.0714286;34
320;475.0714286;35
299;442.4117647;33
298;434.0555556;31
301;434.0555556;32
298;477.2352941;29
369;440.7647059;35
307;485.875;29
2194;438.5;42
2202;670.8571429;43
304;374.75;27
797;419.4285714;35
463;371.1538462;28
311;350.4166667;27
321;350.4166667;26
328;350.4166667;28
342;348.7272727;26
315;350.4166667;31
328;360.1;30
335;666.4166667;29
318;736.9;25
334;785.5555556;26
332;924.4285714;28
737;393.7333333;26
311;939.7142857;23
304;757.7;24
2126;379.2;37
298;344;22
325;344;23
379;598.1111111;23
334;344;24
334;342.875;24
293;340.1111111;22
299;340.1111111;22
1171;496.0666667;30
310;374.875;33
304;374.875;32
999;347.0769231;28
293;566.1111111;32
296;595;31
295;595;32
321;595;32
319;492.7692308;33
338;521.8181818;27
