actualTravelTime;fiveMinuteMean;trafficVolume
352;579.2222222;57
335;563.9473684;53
317;564.4473684;56
344;563.9473684;53
357;563.9473684;54
350;563.9473684;53
345;563.9473684;54
331;564.4473684;57
328;564.4473684;58
331;570.5675676;59
1118;400.5;53
379;577.0277778;59
380;577.0277778;60
360;583.9722222;65
383;568.8684211;59
397;577.0277778;60
730;490.48;81
374;600.1515152;66
398;564.025641;61
333;615.2580645;60
389;620.6551724;57
376;617.4666667;62
335;446.2222222;61
356;506.862069;60
356;442.3571429;60
356;442.3571429;61
368;383.3846154;62
362;394.04;59
397;381.8518519;61
361;394.04;59
396;383.3846154;62
374;392.3076923;59
333;376.3125;50
325;376.3125;52
323;376.4516129;53
333;376.4516129;53
314;376.4516129;56
334;376.4516129;54
337;376.4516129;55
3008;891.2592593;61
372;376.3125;52
311;397.0882353;54
814;541.6216216;58
342;406.3333333;60
355;406.1176471;58
359;406.1176471;57
347;408.4137931;62
398;405.7142857;55
330;408.8275862;67
343;411.6428571;65
332;409;63
324;411.6;62
316;398;64
371;414.7037037;63
2501;648.3513514;38
325;411.9090909;66
349;405.125;63
370;402.32;60
337;434.5882353;64
320;421.7272727;63
313;414;62
318;414;61
521;414.7037037;63
307;481.7916667;58
335;464.4583333;58
335;464.4583333;59
327;481.7916667;56
329;481.7916667;57
341;481.7916667;58
655;406.3333333;61
327;480.0416667;49
360;488.2608696;53
329;471.7692308;51
326;466.5185185;52
341;474.72;55
324;536.1428571;52
352;459.9642857;54
345;530.3448276;51
1313;575.8611111;55
340;528.862069;52
367;536.1428571;51
363;536.1428571;52
350;551.84;53
1207;615.2;59
332;553.68;50
340;553.68;51
318;571.9565217;55
312;473.2;55
336;571.9565217;53
329;441.2173913;50
322;432.16;52
354;446.0454545;50
347;441.2173913;51
359;441.2173913;50
469;551.84;52
312;454.3636364;53
320;454.3636364;52
318;454.3636364;54
326;454.3636364;53
303;449.3913043;49
364;447.6666667;53
332;450.2608696;53
327;466.25;50
335;466.25;49
1713;383.4857143;70
364;466.25;50
1240;376.3125;50
316;402.6190476;55
354;402.6190476;56
368;357.1;54
403;358.25;55
368;406.9;61
365;406.9;60
372;409.6;61
324;424.16;57
321;424.16;59
342;431.9130435;62
605;454.5;52
327;418.8695652;58
319;420.2916667;54
319;416.28;55
384;435.8181818;56
352;416.28;55
290;409.4074074;55
318;406.9642857;53
332;406.9642857;54
321;404;52
332;404;51
337;404;52
337;451.8965517;54
335;459.5555556;56
340;426.7307692;56
1481;405.2857143;56
465;415.84;55
326;459.4230769;49
326;433.75;51
285;434.7692308;50
2992;496.6521739;38
373;458.5;43
358;464.8571429;42
356;458.2272727;44
366;458.2272727;45
292;399.1904762;44
366;465.6190476;47
388;472.15;42
338;453.3043478;44
688;406.9642857;56
313;354.9047619;41
2666;546.8666667;68
1020;358.25;52
314;399.3461538;42
360;353.2608696;41
349;402.28;41
340;400.2173913;44
345;403.4761905;46
338;403.4761905;47
643;442.2916667;47
356;529.6666667;50
363;529.6666667;50
365;529.6666667;50
357;525.9;53
385;529.6666667;49
366;525.9;54
354;536.3684211;61
360;536.3684211;60
2078;376.4516129;52
379;536.3684211;59
393;536.3684211;58
284;558.9444444;48
914;452.6785714;48
2277;383.3076923;62
316;728.1764706;50
348;608.75;48
343;681.125;53
355;741.8;53
361;715.0625;52
379;741.8;52
401;728.1764706;51
372;715.0625;53
342;721.1875;49
364;698.7647059;49
393;555.4375;50
363;531.6666667;45
1724;543.8461538;52
366;531.6666667;44
374;531.6666667;44
2364;376.4516129;55
2364;376.4516129;56
365;528.45;44
362;520.5714286;45
345;496.2;45
354;496.2;45
343;485.8888889;49
333;583.3043478;51
339;583.3043478;50
327;583.3043478;51
303;591.1904762;53
337;583.3043478;50
309;588.1818182;51
338;578.5454545;51
1066;465.6190476;46
304;557.7272727;45
306;567.1428571;48
296;566.8571429;48
329;557.7272727;44
306;558.1818182;50
304;544.1666667;49
1733;461.7142857;48
303;545.4583333;50
327;545.4583333;49
338;545.2916667;49
323;545.4583333;49
306;541.5652174;49
307;558.4761905;49
299;687.0416667;48
331;716.4545455;44
298;687.0416667;49
325;687.0416667;51
916;728.1764706;49
315;553.2222222;48
306;607.5357143;40
293;597.0344828;38
288;578.6451613;39
309;578.6451613;40
313;570.125;40
317;570.125;40
320;562.1515152;41
337;567.4375;42
331;574.0322581;42
314;406.75;41
316;406.75;42
354;411.5;41
320;423;43
290;419.2631579;47
332;451.6;48
321;441.25;48
320;441.25;48
1663;458.9090909;47
2563;534.8214286;52
321;448.7333333;49
366;448.7333333;49
365;448.7333333;50
355;458.9285714;52
874;561.7894737;45
376;365.6666667;54
393;365.6666667;56
389;361.0769231;56
377;356.2142857;57
327;359.1666667;54
383;362.1818182;56
378;362.1818182;56
362;363;54
385;356.1538462;55
367;353.2;62
407;356.1538462;57
362;364.1666667;56
362;364.1666667;54
357;360.3076923;54
356;357.1428571;55
356;356.9333333;57
334;314.8571429;55
372;316.6428571;53
338;314.8571429;56
360;314.8571429;55
326;496.4;56
353;316;52
332;496.4;56
293;531.8235294;59
297;531.8235294;59
349;496.4;57
324;506.35;60
297;549.3684211;58
303;549.3684211;58
1023;554.7931034;41
308;546.8;51
327;537;56
333;553.2105263;58
554;356.9333333;55
310;524.3043478;56
329;524.3043478;53
308;524.3043478;55
335;545.7142857;54
306;523.4;50
308;532.4166667;48
320;385.9166667;50
322;383.8461538;41
1354;569.5357143;45
334;353.1851852;39
747;496.4;55
319;374.7083333;43
1203;406.75;42
350;375.9615385;44
374;371.7916667;44
360;373.5185185;45
365;373.5185185;45
385;375.9615385;42
380;369.2592593;44
376;369.2592593;46
367;369.2592593;46
464;375.04;41
364;366.7692308;48
316;366.9047619;52
342;368.4090909;52
391;369.2592593;46
316;365.4761905;49
350;365.6956522;52
363;368.4090909;53
370;368.4090909;52
367;365.6956522;52
734;547.952381;56
327;375.4375;56
322;375.4375;57
320;378.8666667;57
324;459.7857143;55
326;416.4615385;56
325;416.4615385;57
734;378.75;40
288;554.8;53
354;536.1818182;54
350;522.6666667;54
754;375.9615385;43
961;523.4;51
328;475.8947368;55
336;493.1764706;54
350;503.7333333;52
326;465.6666667;54
351;501.25;53
351;471.65;53
1179;537.75;58
322;453.2916667;58
313;470.4583333;58
298;470.4583333;56
301;470.4583333;57
350;457.0434783;58
298;470.4583333;58
312;470.4583333;55
309;470.4583333;57
788;369.2592593;47
802;369.2592593;47
722;368;52
292;403.1153846;51
331;419.0769231;54
310;385.0769231;53
313;385.0769231;55
1834;406.75;41
334;385.0769231;54
311;382.6923077;54
404;405.96;52
337;384;58
2123;551.6333333;44
335;382.0833333;58
339;382.0833333;60
330;385.625;57
291;445.8125;55
298;433.8888889;55
313;446.875;56
339;413;58
1364;537.5909091;55
1485;539;50
360;446.4;56
368;414.6923077;54
355;437.12;58
345;456.24;59
374;451.1538462;59
372;451.1538462;60
1447;478.625;49
281;486.1333333;47
314;488.9655172;47
554;383.1904762;57
328;544.6666667;41
334;530.7;39
1086;441;56
332;516.2413793;38
788;382.173913;60
365;620.25;31
318;538.85;35
2870;541.5652174;50
336;557.2777778;33
312;562.8888889;36
333;562.8888889;35
327;609.4210526;37
1179;499.8;50
2013;531.8235294;60
307;586.8571429;37
1489;365.75;52
2091;496.4;59
322;540.5882353;38
2726;587.1666667;38
385;519.1578947;37
328;624.4666667;39
344;624.4666667;37
336;624.4666667;39
362;556.0625;37
336;606.1875;37
351;624.4666667;38
1435;515.4166667;53
349;555.6666667;36
326;499.2307692;37
329;531.5384615;38
346;499.2307692;36
353;499.2307692;35
349;510.1666667;38
336;546.25;39
292;706.9;35
307;706.9;35
346;693;34
293;904.25;32
295;1010.0625;32
300;1010.0625;31
305;1010.0625;33
316;854.4782609;40
303;833.4166667;43
329;833.4166667;43
330;835.3913043;44
337;833.4166667;44
330;777.0384615;42
332;761.8518519;45
309;693.76;42
301;627.2272727;43
297;627.2272727;44
297;627.2272727;45
283;512.9;49
322;512.9;45
311;512.9;50
2571;524.3043478;55
309;511.45;50
309;511.45;52
323;511.45;53
321;511.45;54
333;511.45;51
341;511.45;50
332;511.45;55
313;385.65;56
881;555.6666667;37
1733;385.0769231;55
323;323.2857143;47
301;319.7333333;42
315;319.7333333;42
1164;519.1578947;38
2826;531.6818182;51
353;312.75;40
354;312.75;40
340;315.9166667;42
378;312.75;40
341;313.75;39
328;313.75;42
342;313.75;40
353;313.75;40
344;311.6;44
665;588.047619;45
580;385.65;56
366;311.6;44
366;311.6;45
662;512.9;46
894;854.4782609;38
1008;932.1428571;29
360;480.1153846;34
360;492.6666667;36
358;499.4347826;37
357;499.4347826;36
351;499.4347826;40
2078;385.9411765;57
376;499.4347826;39
1115;903.6315789;35
357;535.6956522;40
343;698.2;43
346;681.8095238;44
344;666.2727273;45
351;681.8095238;43
337;653.7391304;46
337;670.5909091;48
1305;672.9090909;35
330;631.8;50
366;666.2727273;45
344;631.8;49
365;653.7391304;46
346;631.8;50
340;631.8;50
347;620.7307692;51
348;620.7307692;52
350;552.375;53
347;562.9565217;57
339;570;59
352;582.1666667;61
1246;1010.0625;34
335;621.7;64
328;579.75;65
358;621.7;63
330;579.75;67
325;579.75;68
289;648;65
298;648;68
306;648;66
334;648;66
333;648;66
336;648;64
295;532.6190476;59
983;317;39
295;581.85;52
290;570.1904762;52
300;570.1904762;52
304;559.5909091;53
281;536.6;52
382;552.0526316;53
372;496.6071429;49
322;470.2857143;48
342;500.7272727;46
349;475.6176471;47
351;470.2857143;49
1777;780.0714286;35
343;461.1891892;47
339;461.1891892;49
347;464;53
352;464;55
374;461.1891892;51
374;461.1891892;51
2509;488.9655172;46
383;462.5833333;55
2705;433.8888889;57
1241;310.5294118;44
391;414.2285714;61
364;431.5714286;56
754;648;65
373;413.1212121;57
1479;323.2857143;50
336;380.8275862;49
377;415.3125;55
325;395.2380952;49
333;395.2380952;48
357;389;45
354;389;46
375;385.96;49
351;392.6818182;47
1722;693.76;42
1063;653.7391304;47
333;353.7222222;53
333;353.7222222;53
567;461.1891892;49
358;352.7368421;51
356;353.7222222;52
302;369.2142857;47
306;367.8666667;44
327;371.3076923;47
308;367.8666667;44
311;367.8666667;45
309;449.7647059;47
317;366.8125;46
1731;511.45;55
364;367.8666667;46
1458;430.3684211;37
333;468.6666667;44
327;431.9285714;44
325;426.2666667;45
304;539.3333333;47
301;554;47
673;431.5714286;60
370;718.1;45
339;719.7391304;47
994;549.2;50
340;653.5;48
329;691.4193548;49
327;691.4193548;50
2407;582.9;36
339;677.1212121;49
322;610.4571429;41
318;610.4571429;39
331;610.4571429;39
326;609.6666667;39
317;593.5;43
370;642.0555556;37
317;540.6944444;44
314;528.7428571;49
328;528.7428571;48
353;511.137931;50
356;517.7857143;50
557;611.0857143;42
342;485.25;51
370;553.3913043;51
359;485.25;51
346;488.7727273;52
343;488.7727273;54
354;495;55
373;486.1363636;56
346;590.75;57
404;576.8235294;59
363;590.75;58
330;493.4117647;51
322;493.4117647;53
322;493.4117647;54
341;493.4117647;52
366;493.4117647;53
418;516.4;54
2540;511.45;56
405;493.4117647;54
307;350.4444444;39
317;350.4444444;39
304;351.2777778;40
329;350.4444444;39
313;351.2777778;40
1624;505.1875;45
328;351.2777778;38
329;351.2777778;39
309;354.1111111;48
338;351.2777778;42
337;351.2777778;43
1600;461.1891892;52
319;357.8125;46
721;609.9;60
799;485.25;50
313;366.25;41
312;372.6363636;42
2142;634.6666667;64
368;374.3076923;42
341;374.3076923;40
339;374.3076923;40
332;364.3529412;44
354;364.3529412;45
1741;431.5714286;56
364;480.2222222;46
351;488.3529412;49
369;488.3529412;48
568;357.8125;45
371;516.2142857;51
388;488.3529412;50
389;529.5384615;52
395;529.5384615;51
395;525.9230769;53
375;486.6875;48
361;499.6363636;40
384;507.3809524;39
386;499.6363636;40
1949;465.6;56
387;499.6363636;41
382;537.9583333;43
1759;375.4166667;45
395;537.9583333;43
364;553.7692308;47
327;557.72;48
384;555.0384615;45
365;553.7692308;46
669;372.6363636;41
385;557.72;47
418;555.0384615;46
345;643.0416667;48
313;643.8333333;48
336;643.8333333;47
2125;461.1891892;49
1605;675.7307692;48
353;653.6521739;50
319;555.4347826;50
336;564.5909091;51
326;617.7826087;49
356;555.4347826;50
287;576.6842105;53
346;636.4210526;50
497;653.6521739;49
359;602.952381;52
393;531.95;51
391;531.95;51
380;602.952381;52
2533;549.2;50
1536;501.95;56
422;583.9565217;53
364;532.1666667;54
380;551.4444444;53
367;539.0689655;55
370;539.0689655;56
1494;563.1666667;59
360;624.0322581;53
407;546.6785714;52
486;583.9565217;51
1743;531.71875;50
428;532.1666667;53
366;577.3225806;51
2174;468.6666667;43
378;569.46875;52
633;624.05;51
381;569.46875;53
387;569.0625;54
388;569.0967742;55
362;578.6551724;56
328;600.6153846;51
362;600.6153846;52
317;613.12;52
316;557.4583333;52
326;613.12;52
1523;469.2;52
325;544.125;49
328;544.125;51
317;683.875;47
325;683.875;48
707;583.9565217;52
320;707.0666667;48
313;667.8;49
816;576.6842105;53
303;673.0909091;52
437;544.125;51
318;712.6666667;47
680;569.46875;51
317;717.875;48
323;704.68;49
335;717.875;49
333;699.28;50
355;716.1666667;48
328;648.4482759;49
329;648.4482759;49
350;637.7;49
2000;576.8235294;58
345;637.7;49
328;696.8214286;48
369;637.7;50
352;656.3928571;47
1780;352.4210526;45
1287;643.8333333;43
320;553.03125;45
340;557.3939394;43
302;563.5384615;46
319;550.6785714;44
2447;609.6666667;38
307;449.0454545;45
328;457.0434783;44
717;616.0714286;49
337;455.55;46
343;457.9473684;47
363;456.4736842;47
387;472.5294118;46
396;459.1052632;46
361;465.2777778;46
360;465.2777778;44
364;458.0526316;44
363;451.6;45
399;451.6;48
395;446.7619048;52
372;470.4285714;49
355;462.55;48
371;470.4285714;50
368;470.0526316;49
367;470.0526316;50
373;478.7777778;50
364;545.8235294;55
364;572.9473684;55
382;458.9411765;51
350;572.9473684;58
356;572.9473684;58
2902;691.4193548;48
1267;575.7;56
336;554.6;65
359;543.3333333;56
357;543.3333333;60
360;543.3333333;61
356;554.6;66
353;554.6;69
346;626.952381;68
389;626.952381;68
381;626.952381;68
390;613.3636364;68
390;613.3636364;68
373;631.5454545;67
369;678.1578947;66
326;653.7142857;61
936;696.8214286;48
349;578.1904762;68
364;578.1904762;68
991;626.7777778;49
324;477.75;57
322;474;60
331;485;61
321;457.2692308;50
321;457.2692308;51
2003;643.8333333;44
376;457.2692308;51
357;511.6923077;50
315;479.6333333;45
321;479.6333333;45
310;479.6333333;48
327;479.6333333;46
332;478.8064516;45
569;490.4444444;58
830;543.3333333;57
347;482.3666667;39
351;500.2;36
355;500.2;35
354;500.2;37
369;503.6896552;39
387;500.2;36
366;498.5333333;39
362;497.5;43
1452;685;51
371;502.1034483;42
358;529.2142857;43
350;539.7692308;45
350;546.8;46
356;539.7692308;45
360;559.6086957;50
362;414.3809524;49
352;496.75;48
380;484.1818182;48
379;512.5555556;48
367;522.3529412;50
361;505.9473684;52
385;512.5555556;49
356;496.4;51
1756;652.1666667;52
319;505.8823529;54
348;495.8888889;50
343;505.8823529;54
2255;583.9565217;55
299;467.3333333;44
2603;557.72;47
308;469;43
610;559.6086957;49
310;504.3636364;41
358;461.3684211;43
347;467.1578947;44
298;428.9130435;46
323;428.9130435;43
2149;600.0384615;51
325;433.5909091;42
341;428.4347826;43
341;428.4347826;43
331;433.5909091;44
334;435;46
348;430.0434783;44
1438;572.9473684;55
1685;561.6538462;47
1412;572.9473684;57
370;443.4761905;45
367;433.16;47
360;484.0384615;47
368;484.0384615;46
365;477.9259259;50
373;484.0384615;49
323;630.5;57
464;484.0384615;45
1194;496.137931;47
372;613.3076923;57
375;642.173913;58
330;611.6363636;49
324;691.1818182;49
323;707.3333333;49
321;723.7;50
365;676.8695652;49
329;723.7;51
318;658.8333333;53
327;673.0869565;52
318;757.6086957;51
764;428.9130435;44
329;757.6086957;52
858;461.3684211;43
1488;490.4444444;57
2205;656.3928571;46
368;757.6086957;53
375;777.5454545;49
382;777.5454545;50
364;799.2857143;50
357;679.3478261;50
370;761.3913043;51
407;759.826087;50
331;597.8636364;48
371;696.6363636;48
306;609.9;50
2661;573.1818182;52
301;643.2857143;53
298;646.8095238;54
321;615.75;52
291;663;55
301;574.3;54
2688;527.2222222;50
353;663;55
324;562.6666667;50
836;474.4230769;53
3011;557.8461538;54
320;585.5263158;49
329;572.3;51
319;455.4210526;54
2708;615.0714286;51
323;395.5789474;47
322;414;48
335;395.5789474;47
335;414;47
310;556.5652174;48
324;481.2727273;48
296;566;54
323;565.1363636;50
305;574.7619048;53
347;565.1363636;49
312;566;55
319;566;55
327;566;54
319;536.8461538;56
390;574.6666667;50
386;584.75;50
342;536.5384615;54
362;557.2173913;52
323;558.137931;57
325;549.2333333;58
350;576.5555556;59
344;549.2333333;59
351;554.2413793;63
346;554.2413793;66
316;745.6896552;65
326;760.6428571;64
307;745.7931034;67
314;731.5333333;66
919;759.826087;48
343;731.5333333;65
337;745.7931034;66
330;745.7931034;67
352;687.8965517;61
337;675.7666667;62
334;673.1333333;62
334;659.3548387;61
311;614;54
314;626.0384615;55
326;614;55
305;601.9655172;55
333;614.6666667;55
334;613.0714286;55
577;626.3333333;65
337;613.0714286;55
348;613.0714286;55
343;613.0714286;56
340;595.4333333;55
351;603.8965517;55
372;613.0714286;57
360;595.4333333;54
339;417.5714286;57
347;512.75;56
345;417.5714286;58
352;518.7407407;56
358;518.7407407;55
352;424.6153846;57
355;420.962963;58
528;592.6;55
370;413.3448276;57
408;420.962963;60
556;613.0714286;57
393;356.1153846;57
1299;597.8636364;49
393;364.6521739;51
397;364.6521739;52
403;366.7272727;53
1270;574.3;54
400;363.05;52
398;356.5454545;50
1743;613.3076923;59
649;424.7307692;57
378;365.6;52
431;366.3913043;48
426;365.5833333;50
456;357.4090909;49
464;358.5238095;49
434;365.5833333;51
429;364.8461538;53
415;365.3846154;53
1035;760.8928571;63
414;367.36;54
413;367.36;55
437;365.6;51
427;369.0833333;55
411;369.5555556;55
2487;497.5;43
1239;566;53
397;348.4230769;59
409;369.5555556;57
391;350.24;57
441;365.4827586;54
390;350.24;59
393;350.24;61
372;357.0769231;63
411;350.24;60
372;361.56;69
399;357.0769231;62
397;357.0769231;64
394;360.5;68
370;362.7083333;73
395;362.7083333;73
372;372.9166667;72
344;384.047619;70
353;381.7272727;70
400;370.44;71
352;386.55;72
1607;646.8095238;53
355;427.1578947;73
351;485.5263158;67
573;350.24;58
332;495.7777778;62
284;614.2352941;60
337;525.3333333;63
305;610.0588235;59
306;614.2352941;60
288;589.8;60
302;589.8;59
323;582.1428571;61
322;597.5909091;62
320;585.8333333;54
329;585.8333333;54
307;619.7575758;49
326;600.5555556;50
354;619.7575758;48
508;617.6666667;63
350;619.7575758;51
350;612.4705882;51
361;600.5555556;50
344;574.7777778;50
341;574.7222222;51
323;557.9230769;55
348;574.7777778;49
301;564.1538462;55
347;569.2432432;52
332;553.975;54
300;564.1538462;57
305;521.65;58
300;514.8536585;59
1061;357;50
2697;467.3333333;43
1204;354.9259259;58
344;488.9166667;52
338;490.6857143;53
328;432.6060606;53
329;407.40625;54
1454;421.1851852;58
383;408.2758621;55
1608;653.1290323;58
2457;691.1818182;50
370;400.6538462;49
355;402.5909091;48
357;402.5909091;50
354;402.5909091;50
359;402.5909091;49
1654;663.8666667;57
378;402.5909091;47
353;403.6521739;49
375;402.5909091;49
350;403.5217391;49
351;346.8095238;49
325;341.5714286;43
391;403.5217391;50
339;341.5714286;45
502;408.2758621;55
335;341.2222222;44
1024;432.3684211;70
362;332.32;45
325;502.2083333;46
303;528;44
320;518.5454545;45
335;518.5454545;43
333;511.6956522;47
333;504.0833333;48
333;504.0833333;50
329;512.6521739;53
342;512.6521739;52
1236;384.047619;72
337;512.6521739;54
327;512.6521739;55
358;512.6521739;53
346;551.875;52
503;494.2;46
354;827.85;46
375;739.2380952;43
368;767.9565217;48
349;770.1304348;49
336;752.6666667;52
337;752.6666667;52
2634;646.8095238;55
354;731.3846154;53
341;599.5416667;55
346;616.52;61
374;623.72;55
336;606.7307692;65
394;716.7037037;54
362;616.52;63
365;616.52;65
350;606.7307692;66
321;596.2962963;68
363;606.7307692;65
341;596.2962963;67
895;400.875;48
866;406.0909091;48
2625;394.3;47
376;604.5769231;65
383;604.5769231;64
354;585.1785714;65
400;576.6551724;65
374;604.5769231;63
363;511.0967742;64
360;443.3870968;67
588;740.56;54
353;457.1071429;69
353;412.7777778;69
379;418.2916667;68
366;421.2608696;68
371;421.2608696;69
339;427.4285714;66
355;431.85;66
358;430.2631579;66
1317;564.1538462;56
379;390.6666667;67
349;486.2173913;57
389;388.2272727;61
363;463.3103448;59
390;467.3928571;57
387;463.3103448;59
320;565.0740741;61
376;459.2333333;58
350;507.5;59
1782;619.625;60
349;563.4285714;60
388;583.72;61
394;560.9285714;61
419;583.72;61
358;558.4285714;54
747;536.2758621;62
358;551.5862069;54
334;554.2;49
356;565.8571429;50
309;510.9;55
354;568.4285714;48
315;483.1034483;54
328;483.1034483;54
437;551.5862069;54
320;534.3846154;56
1135;719.3181818;42
335;558.4347826;54
358;559.0434783;54
332;560.5217391;55
340;560.5217391;54
352;560.5217391;54
362;560.5217391;56
359;530.047619;58
371;530.047619;58
370;530.047619;57
391;530.047619;59
370;425;53
378;422.3333333;52
371;426.65;53
372;422.65;54
864;388.2272727;61
378;419.2857143;59
352;486.8571429;63
343;486.3333333;63
377;419.2857143;60
375;422.1;61
419;420.4285714;54
378;422.1;62
383;422.1;60
350;483;63
380;422.1;62
367;476.8095238;62
354;481.9047619;64
318;462.5263158;56
358;514.3684211;58
334;441.5909091;57
339;441.3913043;57
1546;528.7142857;47
356;445.5909091;56
2114;569.8648649;49
350;442.4545455;55
371;442.4545455;56
374;442.4545455;55
382;455.1153846;57
435;466.8333333;52
383;458.84;56
425;457.4615385;55
390;463;55
335;400.8928571;51
2561;429.5263158;73
331;417.6785714;54
325;410.516129;54
365;401.4642857;50
313;401.1290323;56
392;453.8148148;52
329;400.483871;56
323;398.4705882;55
317;397.5714286;57
322;397.5714286;57
318;406.483871;61
436;400.8928571;51
318;405.1333333;62
333;406.1612903;60
336;406.4;65
336;404.0645161;66
354;404.0645161;65
350;417.4516129;66
1699;616.52;58
353;420.2333333;63
384;479.3666667;65
395;479.3;65
409;479.3;64
411;475.8064516;64
427;479.3;64
313;609.6666667;69
424;487.9285714;64
411;491.5185185;66
431;491.5185185;67
427;512.173913;69
406;478.9259259;66
419;496.4814815;65
378;596.0454545;70
1636;428.1578947;66
367;572.875;67
2539;511.3589744;55
381;572.875;67
363;553.3846154;65
334;556.3846154;66
340;556.3846154;65
2795;585.8333333;54
382;553.3846154;65
345;556.3846154;64
395;562.8;66
349;555.5384615;63
364;515.92;63
379;515.92;64
370;509;65
379;509;64
381;502.5925926;67
2678;511.3589744;57
387;443.32;66
394;446.2083333;67
399;446.2083333;66
379;490.8076923;64
395;490.8076923;64
730;480.1;62
408;490.8076923;64
381;486.8518519;64
393;490.8076923;63
403;490.8076923;64
385;486.8518519;63
390;490.8846154;64
408;486.8518519;63
358;411.5;63
401;487.3333333;64
405;497.48;63
477;493.8;63
775;499.173913;69
427;438.3684211;62
450;433.9444444;63
439;444.8333333;62
404;600.2272727;63
398;645.1111111;64
401;571.32;64
446;446.8;61
358;648.6296296;61
359;648.6296296;63
446;506.2857143;61
398;647.1481481;63
384;599.1851852;63
394;648.6296296;62
389;608.6538462;63
380;584.5862069;68
2003;459.2333333;57
390;584.5862069;68
390;584.4827586;68
400;584.4827586;69
558;446.2857143;60
392;591.25;67
424;577.8;67
804;447.9166667;65
401;662.4482759;66
1072;487.9285714;63
395;660.8965517;68
395;645.9375;70
399;645.9375;69
415;643.2258065;68
412;638.7272727;70
408;626.9142857;70
393;611.2972973;67
388;622.4285714;70
401;622.4285714;71
403;628.4117647;71
364;486.0769231;69
397;636;70
406;636;71
399;598.6969697;70
405;605.9375;71
2449;446.2333333;66
546;662.4482759;66
362;495.52;73
366;496.2916667;71
1468;401.1481481;53
362;513.84;73
338;514.2692308;69
381;517.4583333;72
961;490.8076923;67
334;533.3043478;66
359;525.9166667;68
1125;562.64;66
347;522.6;67
343;519.6538462;68
361;533.3043478;65
366;522.6;66
356;508.1428571;67
409;519.68;69
380;506;68
365;428.8214286;69
362;476.2580645;69
368;476.2580645;69
365;476.6129032;69
357;470.6896552;68
1366;491.5185185;63
1724;463.5833333;56
406;425.3666667;68
405;425.3666667;68
348;482.5925926;69
382;472.9285714;68
339;503.5;71
728;660.8965517;67
362;520.1428571;70
362;520.1428571;71
356;519.7857143;69
354;519.7857143;70
352;511.6;70
362;508.483871;70
660;486.0769231;70
1413;590.5652174;69
408;502.5151515;67
424;502.5151515;67
403;490.15625;68
431;491.375;66
407;486.030303;69
388;476.8333333;72
391;476.8333333;71
388;527.3333333;74
419;487.5;70
390;525.4358974;74
417;479.0571429;70
370;527.6829268;63
409;562.2564103;70
347;527.902439;62
334;529.7179487;66
1503;556.3846154;65
325;516.9487179;66
337;528.1282051;67
371;531.6;61
342;520.8684211;64
362;529.7179487;66
359;532.5;67
329;519.4;67
350;512.05;65
349;497.6923077;66
349;519.4;66
825;532.3043478;67
312;553.2682927;61
356;545.3809524;67
346;542.7209302;55
372;538.3863636;56
382;538.3863636;56
373;543.3409091;56
378;579.3658537;53
390;579.3658537;53
377;523.4117647;52
400;545.1666667;50
409;524.3548387;49
400;517.2142857;52
416;519.5357143;53
403;505.75;56
421;511.4;53
423;512.5666667;54
427;502.4848485;56
416;510.8709677;56
456;510.8709677;56
454;510.8709677;56
455;510.8709677;56
449;510.8709677;55
449;510.8709677;56
457;522.8965517;55
407;455.6571429;59
418;458.4117647;60
1652;581.2083333;63
416;460.0606061;65
447;454.0571429;62
426;463.4375;62
422;460.2666667;62
390;424.7;64
407;427.4137931;63
396;424.7;63
391;424.7;64
407;423;65
407;420.516129;67
404;420.516129;66
2936;422.3333333;56
393;420.8571429;67
390;422.0740741;67
385;420.5185185;67
387;421.88;67
342;421.0384615;66
372;421.0384615;69
362;421.0384615;69
338;423.08;67
370;421.0384615;69
410;421.88;68
363;426.25;68
375;426.25;68
357;390.4210526;67
350;400.4210526;68
386;429;68
375;388;66
349;410.7647059;68
329;394.4666667;67
330;395.8125;69
324;395.8125;70
349;387.3529412;69
347;387.3529412;69
308;395.8125;74
327;395.8125;72
659;454.0571429;63
323;399.3529412;74
339;405.1578947;74
340;405.1578947;75
686;456.9411765;63
329;412.5;74
311;418;75
1969;507.9047619;61
373;412.5;73
348;414.2727273;75
313;476.0454545;73
329;420.25;75
2526;480.1;62
322;480.7142857;74
330;480.7142857;74
327;480.7142857;75
326;483.4285714;76
318;485.7619048;75
338;483.4285714;76
326;478.826087;76
328;482.8636364;75
330;478.826087;77
318;472.28;76
327;479.1304348;76
342;475.8333333;75
1610;427.2758621;68
327;469.7692308;74
337;469.7692308;73
445;418;75
341;469.7692308;75
350;469.7692308;72
352;555.4285714;75
357;467.4444444;75
375;555.4285714;76
725;421.0384615;68
358;544;78
325;522.3636364;75
485;476.0454545;73
369;544;77
369;544;77
338;522.3636364;76
311;494.3333333;73
368;520.4242424;75
366;520.4242424;75
373;519.1818182;74
672;395.8125;69
343;475.025;70
355;476.2439024;69
354;476.372093;70
541;469.7692308;72
365;476.2439024;70
344;473.0227273;71
353;473.0227273;71
338;470.5909091;71
334;479.2325581;73
348;470.5909091;71
390;475.7857143;69
331;473.9555556;70
322;467.8913043;70
329;467.8913043;70
333;500.5625;69
695;476.0454545;74
315;486.2745098;68
924;426.25;68
343;483.5;67
345;483.5;67
354;486.2745098;67
347;436.6326531;67
359;483.5;67
848;395.8125;74
351;436.6326531;66
